,Рентабельность продаж,Рентабельность активов (ROA),Рентабельность капитала (ROE)
95192,,-0.117,-0.2421
95193,0.0364,0.11,0.1754
95194,0.2557,0.3525,5.323
95195,,,
95196,,,
95197,,,
95198,0.6908,0.8696,0.9087
95199,0.1086,5.301,-0.8237
95200,0.1251,0.009,0.009
95201,,,
95202,,,
95203,,,
95204,,,
95205,,,
95206,,-0.4762,5.0
95207,,,
95208,,,
95209,,,
95210,,,
95211,,,
95212,,,
95213,,,
95214,,,
95215,,,
95216,,,
95217,,,
95218,,,
95219,,,
95220,,,
95221,,,
95222,,,
95223,,,
95224,,,
95225,,,
95226,,,
95227,0.3176,0.8021,0.8588
95228,,,
95229,,,
95230,,,
95231,,,
95232,,,
95233,0.1025,0.9018,-0.47
95234,,,
95235,,,
95236,0.1881,0.6842,0.7826
95237,,,
95238,,,
95239,0.0647,0.0353,-0.1116
95240,,,
95241,,,
95242,-0.0324,-0.0193,-1.5984
95243,,,
95244,,,
95245,,,
95246,,,
95247,0.0239,0.09,0.3817
95248,,,
95249,,,
95250,,,
95251,,,
95252,,,
95253,0.017,0.0009,-0.0297
95254,0.009,-0.0035,-0.0067
95255,,,
95256,0.2927,0.0775,0.173
95257,,-0.1568,0.4649
95258,,,
95259,,,
95260,,,
95261,,,
95262,,,
95263,0.1709,0.857,29.256
95264,0.2111,1.0927,1.8355
95265,0.1486,0.2387,0.8332
95266,0.1222,0.4862,2.5971
95267,,,
95268,,,
95269,,,
95270,,,
95271,,,
95272,,,
95273,,,
95274,,,
95275,,,
95276,,,
95277,,,
95278,,,
95279,,,
95280,,,
95281,,,
95282,0.064,0.1111,0.1796
95283,,,
95284,,,
95285,0.3214,0.2744,1.9882
95286,0.5773,0.6259,1.9518
95287,,,
95288,,,
95289,,,
95290,,,
95291,,,
95292,,,
95293,,0.0267,-0.1165
95294,,,
95295,,,
95296,,,
95297,,,
95298,0.3807,0.9667,-0.5635
95299,,-19.4167,1.3586
95300,,,
95301,,,
95302,-0.0577,-0.7508,2.0571
95303,,,
95304,,,
95305,,,
95306,,,
95307,,,
95308,,,
95309,,,
95310,0.3762,0.9988,3.174
95311,,-0.1727,0.0676
95312,,,
95313,,,
95314,,,
95315,,,
95316,0.2157,0.3098,0.3226
95317,,,
95318,,,
95319,,,
95320,,,
95321,,,
95322,,,
95323,,,
95324,,,
95325,,,
95326,,,
95327,,,
95328,,,
95329,0.1418,0.0767,0.0819
95330,,,
95331,,,
95332,,,
95333,,,
95334,,,
95335,,,
95336,,,
95337,,,
95338,,,
95339,,,
95340,,,
95341,,,
95342,,,
95343,,,
95344,,,
95345,,,
95346,,,
95347,0.2495,0.3213,0.3306
95348,,,
95349,,,
95350,0.1673,0.0505,0.0744
95351,0.1417,0.6841,1.3624
95352,0.3071,1.002,-2.1998
95353,,,
95354,,,
95355,,,
95356,,,
95357,,,
95358,,,
95359,,,
95360,,,
95361,,,
95362,,-0.0262,0.4071
95363,,,
95364,0.1244,0.0128,0.0146
95365,,,
95366,0.0046,,-0.0019
95367,,,
95368,,,
95369,0.4406,0.4582,0.6817
95370,0.2113,0.2368,-1.042
95371,,,
95372,,,
95373,,,
95374,,,
95375,,,
95376,,,
95377,,,
95378,,,
95379,,,
95380,,,
95381,,,
95382,,,
95383,,,
95384,,,
95385,0.0135,0.062,0.2607
95386,,,
95387,0.0078,-0.002,-0.0022
95388,,,
95389,,,
95390,,,
95391,,,
95392,,,
95393,,,
95394,,,
95395,,,
95396,0.0531,0.0455,0.2
95397,,,
95398,,,
95399,,,
95400,,0.0087,0.0098
95401,,,
95402,,,
95403,,,
95404,,,
95405,,,
95406,,,
95407,,,
95408,,,
95409,,,
95410,0.0719,0.0799,0.0882
95411,0.1416,0.017,0.0398
95412,,,
95413,,,
95414,,-0.0131,-0.0131
95415,,,
95416,0.558,0.0706,-1.6616
95417,-0.2358,-0.1489,-0.155
95418,,,
95419,,,
95420,,,
95421,,,
95422,,,
95423,,,
95424,,,
95425,,,
95426,,,
95427,,,
95428,,,
95429,0.2235,0.6075,-0.2009
95430,,,
95431,,,
95432,,,
95433,,,
95434,,,
95435,0.1058,0.1817,-1.2487
95436,,,
95437,,,
95438,,,
95439,0.3884,0.067,0.1984
95440,,,
95441,,,
95442,-0.2301,-0.9526,3.0226
95443,,,
95444,,,
95445,,,
95446,,,
95447,0.4499,0.1744,0.2609
95448,,,
95449,,,
95450,,,
95451,,,
95452,,,
95453,1.0,0.0001,0.001
95454,,,
95455,,0.0003,0.003
95456,0.1858,2.4917,-0.2612
95457,,,
95458,,,
95459,,,
95460,,,
95461,0.639,1.4746,1.9994
95462,,,
95463,,,
95464,-0.224,-0.2051,2.351
95465,,0.0074,0.0269
95466,0.1842,0.609,2.2675
95467,,,
95468,,,
95469,,,
95470,,,
95471,,,
95472,0.0235,-0.0019,0.0093
95473,,-2.5526,1.9796
95474,,,
95475,,,
95476,,,
95477,,,
95478,,,
95479,,,
95480,,,
95481,1.0,,1.323
95482,,,
95483,,,
95484,,,
95485,,,
95486,0.0938,0.1132,0.1331
95487,,,
95488,-3.1608,-0.2622,0.577
95489,,,
95490,1.0,0.069,0.0952
95491,,,
95492,,,
95493,,,
95494,,,
95495,0.0524,-0.549,0.0108
95496,,,
95497,,,
95498,,,
95499,,,
95500,,,
95501,,,
95502,0.5867,0.3693,0.9932
95503,-0.0828,-0.1501,-0.2544
95504,,,
95505,,,
95506,,,
95507,,,
95508,,-0.0008,-0.0009
95509,,,
95510,,,
95511,,,
95512,,,
95513,,,
95514,,,
95515,,,
95516,0.0119,-0.0524,-0.9808
95517,,,
95518,,,
95519,0.3183,0.9506,1.2788
95520,,,
95521,,,
95522,,,
95523,,,
95524,,,
95525,,,
95526,,,
95527,0.0735,0.037,0.0779
95528,,,
95529,0.1545,0.5345,0.6372
95530,,-0.0318,0.1155
95531,,,
95532,,,
95533,,,
95534,,,
95535,,,
95536,,,
95537,,,
95538,0.4301,0.3548,0.4218
95539,,,
95540,,,
95541,,,
95542,,,
95543,0.0913,0.1006,0.2175
95544,-0.6426,-1.3639,1.8145
95545,,,
95546,,,
95547,,,
95548,0.6572,0.2149,0.465
95549,-0.5799,-0.085,-0.0937
95550,,,
95551,,,
95552,,0.3731,0.5576
95553,,,
95554,0.1922,0.7693,0.8752
95555,,,
95556,,,
95557,,,
95558,,,
95559,,,
95560,0.2347,0.5662,0.9018
95561,,,
95562,,,
95563,,,
95564,,,
95565,0.9975,48.5908,-1363.6774
95566,,,
95567,,,
95568,,,
95569,,-0.0116,0.0017
95570,,,
95571,-0.0348,-0.0437,-0.4516
95572,,,
95573,,,
95574,,,
95575,,,
95576,,,
95577,,,
95578,,,
95579,,,
95580,,,
95581,,,
95582,,,
95583,,,
95584,,,
95585,,,
95586,,,
95587,0.1493,0.0993,0.1333
95588,,,
95589,,,
95590,,,
95591,0.0889,0.3689,0.4006
95592,,,
95593,,,
95594,,,
95595,,,
95596,,,
95597,,,
95598,,,
95599,,,
95600,,0.0004,-0.088
95601,,,
95602,,,
95603,,,
95604,,,
95605,0.2144,0.8094,-5.7452
95606,,-1.7054,1.1634
95607,,,
95608,,,
95609,,,
95610,0.0859,0.2943,0.8339
95611,,,
95612,,,
95613,,,
95614,,,
95615,,,
95616,,,
95617,,,
95618,,,
95619,,,
95620,,-0.001,2.0
95621,,,
95622,,,
95623,,,
95624,,,
95625,,,
95626,0.352,0.1353,1.3443
95627,,,
95628,,,
95629,,,
95630,,,
95631,,,
95632,,-16.2951,0.1136
95633,,,
95634,0.0209,0.0167,0.0912
95635,,,
95636,0.7735,0.4194,1.1383
95637,,,
95638,,-0.0205,0.114
95639,,,
95640,,,
95641,-0.9895,-3.4118,2.1627
95642,0.9529,0.4391,-0.038
95643,0.6722,0.2954,0.425
95644,,,
95645,,,
95646,0.034,0.1297,0.2267
95647,,,
95648,,,
95649,,,
95650,,,
95651,,,
95652,,,
95653,,,
95654,,,
95655,0.1247,0.4559,1.5188
95656,,,
95657,0.1658,0.6197,0.6649
95658,,,
95659,0.1707,0.6794,2.1346
95660,,,
95661,,,
95662,0.1673,2.1161,-0.8714
95663,,,
95664,,,
95665,,,
95666,,,
95667,,,
95668,,,
95669,,,
95670,-2.7738,-1.7676,0.3189
95671,,,
95672,0.447,0.0734,0.0844
95673,,,
95674,,,
95675,0.4952,1.0,2.0
95676,0.0403,0.0065,0.1498
95677,,,
95678,,,
95679,,,
95680,,,
95681,,,
95682,,,
95683,,,
95684,,,
95685,,,
95686,0.058,0.0577,0.129
95687,,,
95688,,,
95689,,,
95690,,,
95691,,,
95692,,,
95693,,,
95694,,,
95695,,,
95696,,-0.1031,-0.3752
95697,,,
95698,,,
95699,,,
95700,,,
95701,,,
95702,-1.8539,-1.5426,0.6395
95703,,,
95704,,,
95705,,,
95706,,,
95707,,,
95708,,,
95709,,,
95710,,,
95711,,-0.0157,-2.0
95712,,,
95713,,,
95714,,,
95715,,,
95716,,,
95717,,,
95718,,,
95719,0.1148,0.171,0.3183
95720,-0.3038,-0.6966,0.9992
95721,,,
95722,,,
95723,,,
95724,0.146,0.2195,1.8511
95725,,,
95726,,,
95727,,,
95728,,,
95729,,,
95730,0.4214,1.0764,1.1892
95731,,,
95732,,,
95733,0.5707,0.8866,0.9109
95734,,,
95735,,,
95736,,,
95737,-0.2386,-1.0104,-3.0794
95738,,0.0204,0.0206
95739,,,
95740,,-0.2222,-0.2222
95741,,,
95742,,,
95743,,,
95744,,-0.0777,0.0279
95745,,,
95746,,,
95747,,,
95748,,-0.1714,-0.3
95749,,,
95750,0.1866,0.9981,-2.8677
95751,,,
95752,,,
95753,,,
95754,,,
95755,,,
95756,0.2418,0.3888,1.1319
95757,,,
95758,,,
95759,,,
95760,,,0.88
95761,,,
95762,,,
95763,,,
95764,-0.0597,-0.0903,-0.1038
95765,,,
95766,,,
95767,-0.0051,-0.1821,2.021
95768,,,
95769,,,
95770,,,
95771,0.683,1.6599,2.0001
95772,,,
95773,,,
95774,,,
95775,,,
95776,0.2868,1.9454,1.9942
95777,,,
95778,,,
95779,0.4065,2.368,7.9496
95780,,,
95781,0.102,0.3156,0.3985
95782,,,
95783,,,
95784,-0.0208,-1.0221,0.1609
95785,0.1308,0.4972,1.3962
95786,,,
95787,,,
95788,,,
95789,,,
95790,,,
95791,,,
95792,0.443,1.7029,2.5522
95793,,,
95794,,-5.3565,0.5833
95795,,,
95796,,,
95797,-0.0579,0.0114,0.0653
95798,,,
95799,,,
95800,,,
95801,,,
95802,,,
95803,,-2.0,-2.0
95804,0.0148,0.0058,0.0058
95805,,,
95806,,,
95807,,,
95808,,,
95809,,,
95810,0.208,0.3361,0.418
95811,,,
95812,,,
95813,,,
95814,,,
95815,,,
95816,,,
95817,,,
95818,,,
95819,,,
95820,,,
95821,,,
95822,,,
95823,,,
95824,,,
95825,,,
95826,0.0957,1.0401,-0.373
95827,,,
95828,,,
95829,0.0485,0.4522,0.5184
95830,0.2761,1.101,1.5597
95831,,,
95832,,,
95833,,0.0837,-2.0105
95834,,,
95835,,,
95836,,,
95837,,,
95838,,,
95839,,,
95840,,,
95841,,,
95842,,,
95843,,,
95844,,,
95845,,,
95846,,,
95847,0.071,0.4188,0.4885
95848,,,
95849,,,
95850,0.0818,0.3182,0.3684
95851,,,
95852,,,
95853,,,
95854,,,
95855,0.1155,0.32,-0.2742
95856,,,
95857,,,
95858,,,
95859,,,
95860,,,
95861,,,
95862,,,
95863,,,
95864,,,
95865,,,
95866,,,
95867,,,
95868,,,
95869,,,
95870,,,
95871,,,
95872,,,
95873,,,
95874,,,
95875,0.0064,0.0136,0.2348
95876,,,
95877,,,
95878,,,
95879,,,
95880,,,
95881,,,
95882,,,
95883,,,
95884,,-16.2222,0.1202
95885,,,
95886,0.0944,0.2835,0.3878
95887,,,
95888,,,
95889,,,
95890,,-0.0595,1.3743
95891,,,
95892,,,
95893,,,
95894,,,
95895,,,
95896,,,
95897,,,
95898,,,
95899,,-0.25,-0.25
95900,0.0366,0.8157,-0.1013
95901,,,
95902,,,
95903,,,
95904,,,
95905,,,
95906,,,
95907,,,
95908,,,
95909,,-4.4444,5.0
95910,-0.1012,0.3683,1.8548
95911,,,
95912,,,
95913,0.0277,0.0275,0.049
95914,,,
95915,,,
95916,,,
95917,,,
95918,,,
95919,0.0196,0.5397,-0.019
95920,,,
95921,0.0691,0.0152,0.1429
95922,,,
95923,,,
95924,,,
95925,0.5,0.0391,0.9833
95926,,,
95927,,,
95928,,,
95929,0.0237,0.0014,0.0033
95930,,,
95931,,,
95932,,,
95933,,,
95934,0.026,0.0189,0.0831
95935,,,
95936,,,
95937,,,
95938,0.2445,0.0049,0.0176
95939,,,
95940,,,
95941,,,
95942,,,
95943,,,
95944,,,
95945,0.79,0.299,0.5811
95946,,,
95947,,,
95948,0.0623,0.163,0.1724
95949,,,
95950,,,
95951,,,
95952,,,
95953,,,
95954,,,
95955,,,
95956,,,
95957,,,
95958,,,
95959,,,
95960,,,
95961,,,
95962,,,
95963,,,
95964,0.1332,0.0794,0.0819
95965,,,
95966,,,
95967,,,
95968,,,
95969,,,
95970,,,
95971,,-0.1359,0.0571
95972,,,
95973,,,
95974,-2.2887,-0.0688,-0.0748
95975,,,
95976,,,
95977,,,
95978,,-0.2917,0.1141
95979,,,
95980,,,
95981,,,
95982,,,
95983,,,
95984,,,
95985,,,
95986,,,
95987,,,
95988,,,
95989,,,
95990,,,
95991,,,
95992,,,
95993,,,
95994,0.0767,0.0048,0.0081
95995,,,
95996,,,
95997,0.0039,-0.0543,-0.1032
95998,,,
95999,,,
96000,,,
96001,0.2417,1.1226,2.6545
96002,,,
96003,,,
96004,,,
96005,,,
96006,,,
96007,,,
96008,,,
96009,,,
96010,0.0885,0.346,0.7778
96011,,,
96012,0.1244,0.3624,-4.9074
96013,,,
96014,,,
96015,,,
96016,,,
96017,,,
96018,,,
96019,,,
96020,,,
96021,,,
96022,,,
96023,-0.0554,-0.1173,-0.1459
96024,0.086,7.6,-0.0744
96025,0.1006,0.0095,0.0201
96026,,,
96027,0.0372,0.4253,0.4484
96028,,,
96029,,,
96030,,,
96031,,,
96032,,,
96033,,,
96034,,,
96035,,,
96036,,-0.0252,0.0802
96037,,,
96038,-0.4876,-0.4501,0.2243
96039,,,
96040,,,
96041,,,
96042,,,
96043,,,
96044,,,
96045,,,
96046,,,
96047,,,
96048,,,
96049,,,
96050,,,
96051,0.0742,0.3531,4.1984
96052,,,
96053,,,
96054,,,
96055,,,
96056,,,
96057,,,
96058,,,
96059,,,
96060,,,
96061,0.1585,1.4472,3.1453
96062,,,
96063,0.0184,-0.3016,1.1941
96064,,,
96065,0.2967,0.1597,1.4454
96066,,,
96067,,,
96068,,,
96069,,,
96070,,,
96071,,,
96072,,,
96073,,,
96074,,,
96075,,,
96076,,,
96077,,,
96078,,,
96079,,,
96080,,,
96081,,,
96082,,,
96083,0.084,0.1199,0.2226
96084,,,
96085,-0.0691,-0.0086,-1.5472
96086,,,
96087,,,
96088,,,
96089,0.1111,0.0008,1.6774
96090,,,
96091,,,
96092,,,
96093,,,
96094,,,
96095,,,
96096,,,
96097,,,
96098,,,
96099,,,
96100,,,
96101,0.12,-0.011,-0.0126
96102,,,
96103,0.0964,0.5217,-0.8376
96104,,,
96105,,,
96106,,,
96107,,,
96108,-2.1966,-12.4311,1.9858
96109,,,
96110,,,
96111,,,
96112,,,
96113,,,
96114,-0.1928,-0.064,3.048
96115,0.3211,0.7325,1.1264
96116,,,
96117,,,
96118,,,
96119,,,
96120,,,
96121,,,
96122,,,
96123,,,
96124,,,
96125,,,
96126,,,
96127,0.2884,2.9969,3.2219
96128,,,
96129,,,
96130,,,
96131,,,
96132,0.0847,0.6508,0.6691
96133,,,
96134,,,
96135,,,
96136,,,
96137,,,
96138,,,
96139,,,
96140,,,
96141,,,
96142,,,
96143,,,
96144,,,
96145,,,
96146,0.1579,-0.0541,-0.1604
96147,,,
96148,0.3865,0.3973,0.4763
96149,,,
96150,-0.121,-2.7007,1.4434
96151,,,
96152,,,
96153,,,
96154,,,
96155,,,
96156,,,
96157,,,
96158,,,
96159,,,
96160,,,
96161,,,
96162,,,
96163,,,
96164,,,
96165,,,
96166,0.1345,0.0045,0.048
96167,0.4423,0.1707,-2.1665
96168,,,
96169,,,
96170,0.0415,0.2081,0.4831
96171,,,
96172,,,
96173,,,
96174,,,
96175,,,
96176,,,
96177,,,
96178,,,
96179,,,
96180,0.0529,0.2687,0.4527
96181,,,
96182,,,
96183,0.0442,0.0235,0.0523
96184,,,
96185,,,
96186,0.88,1.0556,3.619
96187,,,
96188,0.8603,1.812,-0.9892
96189,0.2558,0.6773,1.8138
96190,,,
96191,,,
96192,,,
96193,,,
96194,,,
96195,,,
96196,,,
96197,,,
96198,0.0831,0.0504,-0.1776
96199,,,
96200,,,
96201,,-0.001,-0.0034
96202,,,
96203,-0.3249,-1.689,1.9164
96204,,-0.1189,0.0773
96205,,,
96206,,,
96207,-18.7368,-1.5347,-1.8164
96208,,,
96209,,,
96210,,,
96211,,,
96212,,,
96213,,,
96214,,,
96215,,,
96216,,,
96217,,,
96218,,,
96219,,,
96220,,,
96221,,,
96222,,,
96223,,,
96224,,,
96225,,,
96226,,,
96227,,,
96228,,,
96229,,,
96230,,,
96231,,,
96232,0.2653,0.6536,1.68
96233,,,
96234,,,
96235,,,
96236,0.0448,0.2541,-0.2611
96237,,,
96238,,,
96239,0.245,0.2098,-12.0833
96240,,,
96241,,,
96242,,,
96243,-0.8821,-2.3401,1.4
96244,0.1665,0.4427,16.3419
96245,,,
96246,,,
96247,,,
96248,,,
96249,,,
96250,0.1015,0.0978,-0.9192
96251,,,
96252,,,
96253,,,
96254,-3.082,-0.2561,-0.2595
96255,,,
96256,0.1172,0.406,-0.0919
96257,,,
96258,,,
96259,,,
96260,,,
96261,,,
96262,,,
96263,,,
96264,,,
96265,0.0108,0.0105,0.4149
96266,0.2675,0.3338,0.5503
96267,,,
96268,,,
96269,,,
96270,,,
96271,,,
96272,,,
96273,,,
96274,0.3904,0.7746,1.8597
96275,,,
96276,,,
96277,,,
96278,,,
96279,,,
96280,,,
96281,,,
96282,,,
96283,,,
96284,,,
96285,,,
96286,,,
96287,,,
96288,0.281,0.1799,1.6134
96289,,,
96290,,,
96291,,,
96292,,,
96293,,,
96294,,,
96295,0.0662,0.878,1.18
96296,,,
96297,,,
96298,0.3904,1.2514,1.9909
96299,,,
96300,,,
96301,,,
96302,,,
96303,,,
96304,,-1.5714,0.1481
96305,,,
96306,0.106,0.0965,0.2916
96307,,,
96308,,,
96309,,,
96310,,,
96311,,,
96312,0.4596,0.1785,0.1823
96313,,,
96314,,,
96315,,,
96316,0.3568,0.449,0.5434
96317,,,
96318,,,
96319,,,
96320,,,
96321,,,
96322,,,
96323,,,
96324,,,
96325,,,
96326,,,
96327,,,
96328,-4.0831,-1.7227,-275.8
96329,,,
96330,,,
96331,0.3884,0.1267,0.3464
96332,,,
96333,,,
96334,,,
96335,,,
96336,,,
96337,-0.058,-0.0386,-0.0899
96338,-3.1631,-0.0472,-0.0993
96339,,,
96340,,,
96341,,,
96342,,,
96343,-0.2236,-0.3499,-0.8293
96344,0.1944,0.0405,0.4943
96345,-0.1059,-1.2621,-1.9654
96346,-0.4363,0.0003,0.0027
96347,,,
96348,0.0819,0.0808,0.9397
96349,,,
96350,,,
96351,,,
96352,,,
96353,,,
96354,,,
96355,,,
96356,,,
96357,,-14.9,2.1439
96358,,,
96359,,,
96360,,,
96361,,,
96362,,,
96363,0.0794,-0.23,-0.3117
96364,-0.5261,-1.1387,0.2811
96365,,,
96366,,,
96367,,,
96368,,,
96369,,,
96370,,,
96371,0.1894,0.0766,0.0852
96372,0.0551,0.0701,0.0708
96373,,,
96374,,,
96375,,,
96376,,,
96377,,,
96378,,,
96379,0.1723,0.0651,-0.5547
96380,,,
96381,,,
96382,,,
96383,0.1363,0.0933,0.124
96384,0.0603,0.4181,1.7348
96385,,,
96386,,,
96387,,,
96388,,,
96389,,,
96390,,,
96391,0.8913,-0.7224,0.261
96392,,,
96393,,,
96394,,,
96395,,,
96396,0.065,0.0068,3.4286
96397,,,
96398,,,
96399,,,
96400,,,
96401,,,
96402,0.1946,0.4936,0.5683
96403,,,
96404,,,
96405,,,
96406,-15.12,-75.9,2.0541
96407,,,
96408,,,
96409,-0.1095,-0.9777,-0.9777
96410,,,
96411,,,
96412,,,
96413,,,
96414,,,
96415,0.1816,0.8914,10.4
96416,,,
96417,,,
96418,,,
96419,,,
96420,0.1566,0.5366,0.8821
96421,,,
96422,,,
96423,-4.9187,-6.7477,1.3348
96424,,,
96425,,-1.0626,-1.063
96426,,,
96427,,,
96428,,,
96429,,,
96430,,,
96431,,,
96432,,,
96433,,,
96434,,,
96435,,,
96436,,,
96437,,,
96438,,,
96439,,,
96440,,,
96441,-0.511,-0.0175,-2.4158
96442,,-0.2842,-2.6
96443,,,
96444,,,
96445,,,
96446,,,
96447,,-0.0356,-0.0393
96448,,,
96449,0.0026,0.0084,0.1
96450,,,
96451,,,
96452,,,
96453,,,
96454,,,
96455,0.0111,0.0087,0.0115
96456,,,
96457,,,
96458,,-0.3145,0.027
96459,,,
96460,,,
96461,,,
96462,,,
96463,,,
96464,0.2874,1.6875,2.0026
96465,,,
96466,,,
96467,0.1352,0.5847,0.6374
96468,,,
96469,,,
96470,,,
96471,,,
96472,-0.0542,-0.0149,-0.0163
96473,,,
96474,,,
96475,,,
96476,0.1167,1.165,1.508
96477,,,
96478,,,
96479,,,
96480,,,
96481,,,
96482,0.004,-0.0154,0.022
96483,,-1.8095,-1.8812
96484,,,
96485,,,
96486,,,
96487,0.0423,0.16,0.3472
96488,,,
96489,,,
96490,,,
96491,,,
96492,,-0.0167,-0.0634
96493,,,
96494,0.1772,0.0287,0.0574
96495,,,
96496,,,
96497,,,
96498,,,
96499,0.0112,0.0068,-0.4132
96500,,,
96501,,,
96502,,,
96503,0.0712,0.1305,-0.2286
96504,,,
96505,0.2224,1.7508,1.9161
96506,,,
96507,,,
96508,,,
96509,,,
96510,,,
96511,,,
96512,,-0.0028,-0.0072
96513,,,
96514,,,
96515,0.0253,0.03,0.2985
96516,0.0227,0.0018,0.0143
96517,0.0124,0.0123,0.016
96518,,,
96519,,,
96520,0.0185,0.1728,0.4866
96521,,,
96522,,,
96523,,,
96524,,,
96525,0.1407,0.164,0.1792
96526,0.1027,0.1563,1.0966
96527,,,
96528,,,
96529,,,
96530,,,
96531,,,
96532,,,
96533,,,
96534,0.2027,0.2933,0.3093
96535,0.1167,0.0295,0.5087
96536,0.0281,0.0393,0.0945
96537,,,
96538,-0.2556,0.0377,0.4884
96539,,,
96540,,,
96541,,,
96542,,,
96543,,,
96544,0.0317,0.0528,0.222
96545,0.0722,1.2608,3.5034
96546,,,
96547,,,
96548,,,
96549,,,
96550,,,
96551,,,
96552,,,
96553,0.138,0.0024,0.314
96554,,,
96555,,,
96556,,,
96557,0.087,0.1442,3.3404
96558,,,
96559,-0.0145,0.0185,0.1541
96560,,,
96561,,,
96562,,,
96563,0.0605,0.0461,0.0665
96564,,,
96565,0.4444,0.4157,1.5417
96566,,,
96567,,,
96568,,,
96569,-0.0408,0.0414,0.5639
96570,,,
96571,,,
96572,-0.0389,-0.0755,4.4354
96573,,,
96574,0.0295,0.0206,0.07
96575,,,
96576,,,
96577,,,
96578,0.0796,0.0025,0.2
96579,,,
96580,,,
96581,,,
96582,,,
96583,,,
96584,,,
96585,0.0507,0.0451,0.0492
96586,,,
96587,,,
96588,,,
96589,,,
96590,,,
96591,0.0515,0.0014,-0.0224
96592,,,
96593,,,
96594,,,
96595,,,
96596,0.0548,0.4537,0.8677
96597,0.28,-0.0219,-0.0223
96598,,,
96599,-0.2045,-0.027,-3.4537
96600,,,
96601,0.3013,0.2518,0.2803
96602,,,
96603,,,
96604,,,
96605,,,
96606,,,
96607,,,
96608,0.1175,0.0663,0.1492
96609,,,
96610,,,
96611,0.0796,0.0158,0.1162
96612,,,
96613,,,
96614,,,
96615,0.0137,0.0331,0.0652
96616,,,
96617,,,
96618,,,
96619,,,
96620,,,
96621,,,
96622,-0.1244,-0.1083,0.1349
96623,,,
96624,-0.073,0.0115,0.0143
96625,,,
96626,,,
96627,,,
96628,0.0332,0.0537,0.9726
96629,,,
96630,,,
96631,,,
96632,,,
96633,,,
96634,,,
96635,0.0109,-0.215,-0.255
96636,,,
96637,0.012,0.0085,0.086
96638,,,
96639,,,
96640,,,
96641,0.0671,0.3197,1.943
96642,-0.0127,-0.1664,-0.3112
96643,0.0092,0.0484,0.1842
96644,,,
96645,0.7647,0.0261,0.035
96646,,,
96647,,,
96648,,,
96649,,,
96650,,,
96651,,,
96652,,,
96653,0.0411,0.0227,0.0377
96654,,,
96655,,,
96656,,,
96657,,-0.0201,0.0255
96658,,-0.1755,2.0409
96659,,,
96660,,,
96661,,,
96662,,,
96663,-0.0501,-0.2179,0.9731
96664,,,
96665,,,
96666,,,
96667,,,
96668,,,
96669,0.0444,0.0432,2.4371
96670,,,
96671,,,
96672,,,
96673,0.0288,,
96674,0.0708,0.0014,1.8049
96675,0.0029,-0.0081,-0.6667
96676,,0.0512,0.0558
96677,,,
96678,,,
96679,0.1582,0.0698,0.2627
96680,,,
96681,0.0188,0.0428,0.1708
96682,,,
96683,,,
96684,,,
96685,,,
96686,0.032,0.0803,0.6431
96687,,,
96688,,,
96689,,,
96690,0.0222,,
96691,0.1392,0.148,0.1843
96692,0.0076,0.0044,0.0306
96693,0.1493,0.1983,0.2033
96694,,,
96695,0.062,0.0577,-0.2955
96696,0.0114,0.0172,0.3762
96697,0.0286,0.0388,0.2196
96698,,,
96699,,-0.0011,-0.0018
96700,,,
96701,-0.0509,-0.0167,-0.0232
96702,,,
96703,,-0.0261,0.1582
96704,,,
96705,,,
96706,,,
96707,,,
96708,,,
96709,,,
96710,,,
96711,0.2629,0.1544,0.1568
96712,,,
96713,0.0385,0.0089,0.0737
96714,,,
96715,,,
96716,,,
96717,,,
96718,,,
96719,,,
96720,,,
96721,,,
96722,0.0233,0.0108,0.0884
96723,,,
96724,-0.0021,-0.0189,-0.0272
96725,,,
96726,,,
96727,,,
96728,,,
96729,,,
96730,,,
96731,,,
96732,,,
96733,,,
96734,,,
96735,,,
96736,,,
96737,,,
96738,,,
96739,,,
96740,,,
96741,,,
96742,,,
96743,,,
96744,,,
96745,,,
96746,0.0225,0.034,0.7786
96747,-0.0004,-0.0059,-0.0511
96748,,,
96749,-0.025,-0.154,-1.2195
96750,,,
96751,,,
96752,,,
96753,,,
96754,,,
96755,0.0336,-0.0273,0.0429
96756,,,
96757,,,
96758,,,
96759,,,
96760,,,
96761,,,
96762,,,
96763,,,
96764,0.1149,0.4071,1.0173
96765,,,
96766,,,
96767,,,
96768,,,
96769,,,
96770,,,
96771,,,
96772,,,
96773,0.0275,-0.0709,-0.1282
96774,,,
96775,,,
96776,,,
96777,,,
96778,,,
96779,,,
96780,,,
96781,,,
96782,0.3837,0.1145,0.1163
96783,,,
96784,,,
96785,,,
96786,,,
96787,,,
96788,,,
96789,,,
96790,,,
96791,,,
96792,0.6418,0.0048,-0.0566
96793,,,
96794,,,
96795,,,
96796,,,
96797,,,
96798,,,
96799,,-3.4128,2.1628
96800,,,
96801,,,
96802,,,
96803,,,
96804,,,
96805,0.0526,0.1652,0.9288
96806,0.0858,0.0683,0.6878
96807,,,
96808,,,
96809,,,
96810,-0.4287,-0.0229,-0.0302
96811,,,
96812,,,
96813,,,
96814,,,
96815,0.0505,0.0438,0.2852
96816,0.0319,0.1802,1.8252
96817,,,
96818,,,
96819,,,
96820,,,
96821,,,
96822,,,
96823,,,
96824,,,
96825,0.0407,0.0079,0.016
96826,,,
96827,,,
96828,,,
96829,,,
96830,,,
