,Период погашения кредиторской задолженности,Период оборота запасов,Период погашения дебиторской задолженности,Период оборота основных средств,Период оборота активов
46529,,,,,
46530,,1.9,150.0,,183.0
46531,,,,,
46532,,,,,
46533,0.79,,,,
46534,39.95,37.9,22.0,1.8,77.0
46535,,,,,
46536,,,,,
46537,,,,,
46538,,,,,
46539,3506.51,,3460.0,,3571.0
46540,,,,,
46541,63.52,10.3,52.0,,78.0
46542,,,,,
46543,96.16,,118.0,103.2,298.0
46544,,,,,
46545,,,,,
46546,,,,,
46547,5.28,0.8,5.0,,56.0
46548,,,,,
46549,123.87,1.1,122.0,,125.0
46550,,,,,
46551,,,,,
46552,,,,,
46553,,,,,
46554,,,,,
46555,31.76,54.6,7.0,,88.0
46556,,,,,
46557,,,,,
46558,,,,,
46559,,,,,
46560,,,,,
46561,,,,,
46562,,,,,
46563,187.34,,23.0,8.7,1868.0
46564,,,,,
46565,,,,,
46566,,,,,
46567,,,,,
46568,,,,,
46569,,,,,
46570,,,,,
46571,,,,,
46572,1388.16,202.5,1597.0,4.6,2136.0
46573,,,,,
46574,34979.17,,,,
46575,7.1,,2.0,,133.0
46576,4.84,,,,
46577,,,,,
46578,,,,,
46579,127.2,,,,
46580,,,,,
46581,,,,,
46582,,,,,
46583,8.83,,26.0,,61.0
46584,,,,,
46585,57.72,,73.0,62.5,681.0
46586,,,,,
46587,,,,,
46588,,,,,
46589,,,,,
46590,,,,,
46591,,,,,
46592,,,,,
46593,,,,,
46594,,,,,
46595,,,,,
46596,,,,,
46597,,,,,
46598,,,,,
46599,,,,,
46600,144.54,,23.0,5.4,35.0
46601,,,,,
46602,,,,,
46603,,,,,
46604,,,,,
46605,,,,,
46606,,,,,
46607,,,,,
46608,1.88,,9.0,,17.0
46609,,,,,
46610,,,,,
46611,,,,,
46612,,,,,
46613,,,,,
46614,,,,,
46615,,,,,
46616,,,,,
46617,,,,,
46618,,,,,
46619,,,,,
46620,,,,,
46621,,,,,
46622,,,,,
46623,,,,,
46624,,,,,
46625,,,,,
46626,,,,,
46627,,,,,
46628,,,,,
46629,10.55,56.4,154.0,,227.0
46630,,,,,
46631,,,,,
46632,,,,,
46633,550.47,,,,
46634,,,,,
46635,,,861.0,,2402.0
46636,,,,,
46637,,,,,
46638,13140.0,,365.0,,821.0
46639,,,,,
46640,,,,,
46641,,,,,
46642,,,,,
46643,,,,,
46644,,,,,
46645,,,,,
46646,,,,,
46647,,,,,
46648,,,,,
46649,6.22,,149.0,,352.0
46650,,,,,
46651,,,,,
46652,,,,,
46653,,,,,
46654,,,,,
46655,,,,,
46656,,,,,
46657,523.43,,208.0,,253.0
46658,214.03,1.3,172.0,,230.0
46659,,,,,
46660,,,,,
46661,,,,,
46662,,,,,
46663,145.78,,172.0,,4100.0
46664,,,,,
46665,175619.75,,,,
46666,,,,,
46667,,,,,
46668,,,,,
46669,83.18,,485.0,0.8,486.0
46670,,,,,
46671,,,,,
46672,,,,,
46673,13.03,,17.0,6.1,37.0
46674,,,,,
46675,,,,,
46676,,,,,
46677,,,,,
46678,,,,,
46679,,,,,
46680,,,,,
46681,,,,,
46682,507.06,0.1,165.0,3.0,168.0
46683,365.95,,201.0,1.2,202.0
46684,,,,,
46685,,,,,
46686,,,,,
46687,,,,,
46688,,,,,
46689,,,,,
46690,15.0,,59.0,200.8,270.0
46691,,,,,
46692,651.58,,856.0,,661.0
46693,,,,,
46694,109.5,,,,
46695,,,,,
46696,182.5,,186.0,,186.0
46697,,,,,
46698,,,,,
46699,,,,,
46700,,,,,
46701,,,,,
46702,,,,,
46703,,,,,
46704,,,,,
46705,,,,,
46706,,,,,
46707,,,,,
46708,,,,,
46709,,,,,
46710,,,,,
46711,,,,,
46712,,,,,
46713,,,,,
46714,,,,,
46715,,,,,
46716,,,,,
46717,,,,,
46718,,,,,
46719,,,,,
46720,,,,,
46721,,,,,
46722,4.06,,46.0,,147.0
46723,,,,,
46724,,,,,
46725,,,,,
46726,0.77,,26.0,,26.0
46727,,,,,
46728,,,,,
46729,,,,,
46730,,,,,
46731,,,,,
46732,,,,,13.0
46733,,,,,
46734,398.18,,,,
46735,341.21,,62.0,,86.0
46736,373.88,,246.0,93.1,445.0
46737,,,,,
46738,,,,,
46739,17.19,,44749.0,,47085.0
46740,,,,,
46741,,,,,
46742,249.02,,,,
46743,,,,,
46744,,,,,
46745,,,,,
46746,,,,,
46747,,,,,
46748,,,,,
46749,,,,,
46750,,,,,
46751,18.75,25.2,38.0,,73.0
46752,,,,,
46753,,,,,
46754,,,,,
46755,,,,,
46756,,,,,
46757,,,,,
46758,,,,,
46759,,,,,54.0
46760,,,,,
46761,,,,,
46762,1095.0,,,,
46763,13.16,0.4,28.0,1.2,114.0
46764,,,,,
46765,,,,,
46766,,,,,
46767,,,,,
46768,,,,,33.0
46769,,,,,
46770,17.7,,50.0,0.8,191.0
46771,,,,,
46772,6319.06,,,,
46773,,,,,
46774,,,,,
46775,,,,,
46776,,,,,
46777,1.92,,,,173.0
46778,320.77,,22.0,3.7,49.0
46779,,,,,
46780,,,,,
46781,,,,,
46782,,,,,
46783,,,,,
46784,23.95,0.5,20.0,,117.0
46785,,,,,
46786,,,,,
46787,,,,,
46788,18.83,,62.0,4.9,281.0
46789,62.63,,20.0,2.6,173.0
46790,134.63,,135.0,,235.0
46791,,,,,
46792,,,,,
46793,,,,,
46794,41.58,0.1,32.0,,56.0
46795,6.08,0.7,11.0,,23.0
46796,,,,,
46797,925.23,,282.0,,600.0
46798,,,,,
46799,,,,,
46800,,,,,
46801,,,,,
46802,45.2,0.3,703.0,257.4,1651.0
46803,,,,,
46804,47.68,,338.0,258.9,769.0
46805,,,,,
46806,,,,,
46807,0.21,3.8,3.0,,40.0
46808,,,,,
46809,,,,,
46810,,,,,
46811,,,,,
46812,116.19,,23.0,,106.0
46813,,,,,
46814,,,,,
46815,,,,,
46816,,,,,
46817,,,,,
46818,,,,,
46819,,,,,
46820,,,,,
46821,,,,,
46822,,,,,
46823,,,,,
46824,,,,,
46825,,,,,
46826,,,,,
46827,,,,,
46828,,,,,
46829,,,,,
46830,,,,,
46831,266.15,4.4,679.0,,688.0
46832,,,,,
46833,,,,,
46834,,,,,
46835,53.06,,198.0,,299.0
46836,,,,,
46837,,,,,
46838,21.6,33.7,45.0,,89.0
46839,,,,,
46840,,,,,
46841,,,,,
46842,,,,,
46843,,,,,
46844,,,,,
46845,,,,,
46846,,,,,
46847,,0.6,46.0,,62.0
46848,,,,,
46849,,,,,
46850,,,,,
46851,,,,,
46852,1725.0,,489.0,,494.0
46853,,,,,
46854,,,,,
46855,,,,,
46856,,,,,
46857,,,,,
46858,,,,,
46859,,,,,
46860,,,,,
46861,,,,,
46862,,,,,
46863,,,,,
46864,383.88,10.4,259.0,,327.0
46865,,,,,
46866,,,,,
46867,,,,,
46868,,,,,
46869,,,,,
46870,,,,,
46871,52.55,,73.0,,83.0
46872,63.54,32.1,547.0,,683.0
46873,,,,,
46874,,,,,
46875,,,,,
46876,,,,,
46877,,,,,
46878,22.3,19.1,96.0,62.9,184.0
46879,,,,,
46880,,,,,
46881,,,,,
46882,,,,,
46883,,,,,
46884,,,,,
46885,58.72,,,,
46886,,,,,
46887,,,,,
46888,,,,,
46889,,,,,
46890,,,,,
46891,,,,,
46892,,,,,
46893,,,,,
46894,,,,,
46895,,,,,
46896,,,,,
46897,11.72,,23.0,110.0,134.0
46898,,,,,
46899,,,,,
46900,,,,,
46901,,,,,
46902,41.88,41.2,15.0,114.9,187.0
46903,1825.0,,,,
46904,,,,,
46905,,,,,
46906,,,,,
46907,18.76,,,,21.0
46908,,,,,
46909,,,,,
46910,48.5,6.2,970.0,,982.0
46911,453.17,,1028.0,676.5,1707.0
46912,,,,,
46913,200.31,,199.0,,211.0
46914,,,,,
46915,,,,,
46916,,,,,
46917,,,,,
46918,,,,,
46919,,,,,
46920,,,,,
46921,,,,,
46922,,,,,
46923,,,,,
46924,,,,,
46925,,,,,
46926,,,,,
46927,,,,,
46928,,,,,
46929,,,,,
46930,154.88,38.0,98.0,1.8,148.0
46931,,,,,
46932,,,,,
46933,,,,,
46934,,,,,
46935,134.33,,114.0,2.8,117.0
46936,,,,,
46937,,,,,
46938,53.25,0.1,59.0,2.4,67.0
46939,,,,,
46940,,,,,
46941,,,,,
46942,39.14,,454.0,101.3,603.0
46943,,,,,
46944,,,,,
46945,,,,,
46946,151.27,1.1,431.0,,437.0
46947,,,,,
46948,673.68,1291.4,124.0,4661.7,6333.0
46949,,,,,
46950,,,,,
46951,2672.17,209.3,18347.0,11.7,19248.0
46952,,,,,
46953,,,,,
46954,,,,,
46955,,,,,
46956,,,,,
46957,,,,,
46958,,,,,
46959,89169.5,,,,
46960,,,,,
46961,,,,,
46962,,,,,
46963,,,,,
46964,,,,,
46965,,,,,
46966,,,,,
46967,,,,,
46968,,,,,
46969,35.63,,42.0,,48.0
46970,,,,,
46971,,,,,
46972,,,,,
46973,,,,,
46974,,,,,
46975,11.36,0.2,5.0,0.7,274.0
46976,8.33,0.2,30.0,13.5,177.0
46977,,,,,
46978,,,,,
46979,,,,,
46980,,,,,
46981,,,,,
46982,,,,,
46983,,,,,
46984,,,,,
46985,,,,,
46986,66.67,4.2,24.0,41.8,91.0
46987,,,,,
46988,,,,,
46989,,,,,
46990,,,,,
46991,,,,,
46992,,,,,
46993,,,,,
46994,,,,,
46995,147.93,2.5,222.0,166.8,419.0
46996,,,,,
46997,44.26,,55.0,0.2,63.0
46998,,,,,
46999,,,,,
47000,,,,,
47001,,,,,
47002,,,,,
47003,,,,,
47004,72.21,0.1,123.0,2.6,125.0
47005,,,,,
47006,,,,,
47007,,,,,11.0
47008,,,20.0,,24.0
47009,,,,,
47010,51.78,,34.0,24.1,59.0
47011,,,,,
47012,,,,,
47013,,,,,
47014,,,,,
47015,,,,,
47016,,,,,
47017,,,,,
47018,,,,,
47019,23.41,0.7,49.0,137.9,193.0
47020,,,,,
47021,,,,,
47022,,,,,
47023,,,,,
47024,,,,,
47025,,,,,
47026,,,,,
47027,,,,,
47028,33.35,,1284.0,360.1,1657.0
47029,,,,,
47030,,,,,
47031,,,,,
47032,,,,,
47033,,,,,
47034,,,,,
47035,,,,,
47036,,,,,
47037,,,,,
47038,,,,,
47039,,,,,
47040,,,,,
47041,,,,,
47042,,,,,
47043,57.29,26.6,107.0,138.1,328.0
47044,,,,,
47045,,,,,
47046,6365.18,,,,
47047,115.45,18.3,92.0,5.5,128.0
47048,,,,,
47049,,,,,
47050,,,,,
47051,,,,,
47052,18.87,1.3,27.0,38.2,68.0
47053,,,,,
47054,,,,,
47055,37.71,0.1,156.0,22.3,215.0
47056,,,,,
47057,,,,,
47058,,,,,
47059,,,,,
47060,,,,,
47061,,,,,
47062,,,,,
47063,,,,,
47064,,,,,
47065,,,,,
47066,,,,,
47067,,,,,
47068,,,,,
47069,,,,,
47070,,,,,
47071,9.04,0.6,10.0,9.6,24.0
47072,,,,,
47073,,,,,
47074,,,,,
47075,19.5,,34.0,1.8,49.0
47076,,,,,
47077,,,,,
47078,,,,,
47079,,,,,
47080,,,,,
47081,,,,,
47082,,,,,
47083,,,,,
47084,196.25,,3597.0,173.1,3777.0
47085,,,,,
47086,,,,,
47087,66.51,0.8,31.0,10.1,46.0
47088,25.81,2.4,14.0,98.4,118.0
47089,,,,,
47090,,,,,
47091,68.79,,51.0,12.7,75.0
47092,,,,,
47093,,,,,
47094,,,,,
47095,,,,,
47096,,,,,
47097,,,,,
47098,,,,,
47099,109.43,11.5,52.0,64.0,133.0
47100,,,,,
47101,6.79,0.1,2.0,,3.0
47102,30.71,43.5,59.0,6.5,430.0
47103,,,,,
47104,,,,,
47105,,,,,
47106,,,,,
47107,,,,,
47108,,,,,
47109,,,,,
47110,,,,,
47111,,,,,
47112,,,,,
47113,,,,,
47114,,,,,
47115,,,,,
47116,,,,,
47117,24.14,,53.0,,65.0
47118,,,,,
47119,,,,,
47120,,,,,
47121,,,,,
47122,,,,,
47123,233.39,,26.0,229.1,255.0
47124,,,,,
47125,,,,,
47126,,,,,
47127,,,,,
47128,33.6,,28.0,,98.0
47129,,,,,
47130,,,,,
47131,,,,,
47132,,,,,
47133,,,1596.0,,1718.0
47134,,,,,
47135,,,,,
47136,,,,,
47137,228.07,122.5,176.0,176.1,500.0
47138,,,,,
47139,,,,,
47140,2995.94,62.0,1498.0,2.3,1578.0
47141,,,,,
47142,,,,,
47143,,,,,
47144,,,,,
47145,,,,,
47146,,,,,
47147,75.82,,58.0,,68.0
47148,,,,,
47149,,,,,
47150,,,,,
47151,349.81,204.0,1931.0,,2226.0
47152,,,,,
47153,,,,,
47154,,,,,
47155,352.75,,84.0,752.0,836.0
47156,,,,,
47157,,,,,
47158,,,,,
47159,0.26,,2.0,,3.0
47160,,,,,
47161,,,,,
47162,,,,,
47163,,,,,
47164,,,,,
47165,,,,,
47166,144.8,45.6,23.0,122.0,192.0
47167,,,,,
47168,,,,,
47169,,,,,
47170,29.21,,77.0,,83.0
47171,,,,,
47172,,,,,
47173,,,,,
47174,,,,,
47175,,,,,
47176,,,,,
47177,,,,,
47178,,,,,
47179,,,,,
47180,,,,,
47181,,,,,
47182,,,,,
47183,,,,,
47184,,,,,
47185,,,,,
47186,22.62,,13.0,,25.0
47187,33.79,0.4,21.0,0.9,39.0
47188,,,,,
47189,,,,,
47190,,,,,
47191,,,,,
47192,,,,,
47193,,,,,
47194,,,,,
47195,,,,,
47196,,,,,
47197,,,,,
47198,251.92,11.2,330.0,96.3,444.0
47199,,,,,
47200,,,,,
47201,,,,,
47202,14.44,1.1,3.0,,10.0
47203,,,,,
47204,,,,,
47205,,,,,
47206,,,,,
47207,,,,,
47208,,,,,
47209,,,,,
47210,,,,,
47211,,,,,
47212,15.36,,89.0,,118.0
47213,,,,,
47214,11.96,,29.0,11.4,78.0
47215,,,,,
47216,,,,,
47217,,,,,
47218,,,,,
47219,,,,,
47220,,,,,
47221,,,,,
47222,,,,,
47223,,,,,
47224,,,,,
47225,,,,,
47226,,,,,
47227,,,,,
47228,,,,,
47229,,,,,
47230,,,,,
47231,,,,,
47232,,,,,
47233,,,,,
47234,,,,,
47235,,,,,
47236,,,,,
47237,23.07,0.9,43.0,,65.0
47238,,,,,
47239,,,,,
47240,,,,,
47241,,,,,
47242,,,,,
47243,,,,,
47244,,,,,
47245,,,,,
47246,,,,,
47247,,,,,
47248,,,,,
47249,,,,,
47250,,,,,
47251,,,,,
47252,,,,,
47253,80.63,,100.0,,102.0
47254,,,,,
47255,,,,,
47256,,,,,
47257,,,,,
47258,,,,,
47259,,,,,
47260,,,,,
47261,2298.33,,3078.0,753.0,3892.0
47262,,,,,
47263,,,,,
47264,,,,,
47265,,,,,
47266,188.73,0.1,199.0,,213.0
47267,912.5,701.9,2667.0,,3376.0
47268,,,,,
47269,,,,,
47270,2459.69,,,,
47271,,,,,
47272,,,,,
47273,,,,,
47274,,,,,
47275,,,,,
47276,,,,,
47277,,,,,
47278,,,,,
47279,2313.01,,1024.0,,1035.0
47280,,,,,
47281,,,,,
47282,,,,,
47283,,,,,
47284,,,,,
47285,14.96,2.8,,26.9,45.0
47286,,,,,
47287,,,,,
47288,78.86,,,,
47289,,,,,
47290,,,,,
47291,,,,,
47292,,,,,
47293,21.99,0.1,27.0,,29.0
47294,,,,,
47295,,,,,
47296,70.49,1.0,41.0,28.6,108.0
47297,,,,,
47298,,,,,
47299,,,,,
47300,,,,,
47301,,,,,
47302,,,,,
47303,,,,,
47304,27.91,6.2,13.0,,22.0
47305,586.54,10.1,743.0,506.3,1273.0
47306,,,,,
47307,,,,,
47308,,,,,
47309,,,,,
47310,,,,,
47311,,,,,
47312,,,,,
47313,,,,,
47314,,,,,
47315,,,,,
47316,138.75,,10.0,20.4,49.0
47317,,,,,
47318,,,,,
47319,,,,,
47320,,,,,
47321,,,,,
47322,19.66,0.1,142.0,,241.0
47323,,,,,
47324,,,,,
47325,,,,,
47326,,,,,
47327,135.12,,106.0,277.7,429.0
47328,,,,,
47329,,,,,
47330,,,,,
47331,,,,,
47332,,,,,
47333,,,,,
47334,,,,,
47335,,,,,
47336,2.7,,399.0,138.6,557.0
47337,2.43,,12.0,,25.0
47338,77.81,21.8,69.0,4.0,96.0
47339,,,,,
47340,,,,,
47341,,,,,
47342,,,,,
47343,,,,,
47344,,,,,
47345,,,,,
47346,44.4,,137.0,385.8,527.0
47347,,,,,
47348,,,,,
47349,,,,,
47350,,,,,
47351,,,,,
47352,28.27,111.6,45.0,,167.0
47353,,,,,
47354,,,,,
47355,,,,,
47356,,,,,
47357,,,,,
47358,,,,,
47359,,,,,
47360,1.68,0.1,7.0,18.2,28.0
47361,,,,,
47362,240.11,0.3,358.0,1.2,363.0
47363,59.45,,62.0,,62.0
47364,,,,,
47365,,,,,
47366,,,,,
47367,,,,,
47368,,,,,
47369,,,,,
47370,,,,,
47371,,,,,
47372,12.0,,9.0,22.7,36.0
47373,,,,,
47374,,,,,
47375,,,,,
47376,9.56,0.2,2.0,1.3,123.0
47377,,,,,
47378,,,,,
47379,24.36,0.3,29.0,,30.0
47380,,,,,
47381,18.91,,19.0,,21.0
47382,,,,,
47383,,,,,
47384,1.73,,2.0,,4.0
47385,,,,,
47386,,,,,
47387,,,,,
47388,,,,,
47389,11.54,2.3,90.0,,101.0
47390,,,,,
47391,,,,,
47392,,,,,
47393,,,,,
47394,,,,,
47395,,,,,
47396,,,,,
47397,,,,,
47398,,,,,
47399,,,,,
47400,,,,,
47401,,,,,
47402,,,,,
47403,,,,,
47404,116.02,,113.0,,144.0
47405,505.91,1.0,9.0,108.0,473.0
47406,,,,,
47407,587.3,,18.0,,39.0
47408,,,,,
47409,,,,,
47410,,,,,
47411,,,,,
47412,,,,,
47413,2357.19,47.0,1577.0,404.1,2061.0
47414,,,,,
47415,,,,,
47416,,,,,
47417,26.62,0.8,48.0,,115.0
47418,,,,,
47419,,,,,
47420,,,,,
47421,,,,,
47422,,,,,
47423,,,,,
47424,,,,,
47425,,,,,
47426,,,,,
47427,20.37,15.1,28.0,279.6,335.0
47428,94.76,7.2,60.0,11.4,79.0
47429,,,,,
47430,,,,,
47431,,,,,
47432,27.78,,11.0,25.7,47.0
47433,,,,,
47434,,,,,
47435,,,,,
47436,,,,,
47437,199.77,39.8,100.0,59.0,211.0
47438,,,,,
47439,,,,,
47440,,,,,
47441,,,,,
47442,,,,,
47443,,,,,
47444,96.11,0.2,31.0,0.3,33.0
47445,117.57,6.1,57.0,,82.0
47446,,,,,
47447,,,,,
47448,,,,,
47449,,,,,
47450,,,,,
47451,,,,,
47452,,,,,
47453,,,,,
47454,,,,,
47455,262.62,1.1,602.0,,612.0
47456,,,,,
47457,,,,,
47458,1.61,,5.0,,59.0
47459,213.72,5.6,279.0,28.2,313.0
47460,,,,,
47461,,,,,
47462,,,,,
47463,52.4,,63.0,,65.0
47464,,,,,
47465,,,,,
47466,,,,,
47467,,,,,
47468,,,,,
47469,,,,,
47470,,,,,
47471,,,,,
47472,,,,,
47473,,,,,
47474,,,,,
47475,54.4,0.7,54.0,,60.0
47476,,,,,
47477,72.68,,763.0,,856.0
47478,,,,,
47479,,,,,
47480,89.99,43.4,46.0,109.4,211.0
47481,,,,,
47482,25.05,,237.0,,391.0
47483,130.82,1.0,132.0,,134.0
47484,,,,,
47485,19850.52,,614.0,,620.0
47486,,,,,
47487,233.22,152.1,154.0,,320.0
47488,,,,,
47489,,,,,
47490,,,,,
47491,,,,,
47492,,,,,
47493,,,,,
47494,1482.34,,146.0,643.5,789.0
47495,,,,,
47496,,,,,
47497,,,,,
47498,,,,,
47499,,,,,
47500,,,,,
47501,,,,,
47502,,,,,
47503,,,,,
47504,,,,,
47505,,,,,
47506,,,,,
47507,,,,,
47508,,,,,
47509,,,,,
47510,,,,,
47511,21.01,249.0,82.0,3.0,343.0
47512,,,,,
47513,,,,,
47514,,,,,
47515,11.86,,36.0,,121.0
47516,,,,,
47517,,,,,
47518,6.32,,5.0,,15.0
47519,9.28,1.7,5.0,35.6,44.0
47520,,,,,
47521,,,,,
47522,,,,,
47523,,,,,
47524,,,,,
47525,3.31,,5.0,,7.0
47526,,,,,
47527,,,,,
47528,,,,,
47529,,,,,
47530,,,,,
47531,3.58,1.7,26.0,1044.8,1113.0
47532,119.16,,130.0,,144.0
47533,28.38,,41.0,,45.0
47534,,,,,
47535,,,,,
47536,,,,,
47537,,,,,
47538,,,,,
47539,,,,,
47540,,,,,
47541,,,,,
47542,,,,,
47543,,,,,
47544,,,,,
47545,40.4,1.5,35.0,7.1,55.0
47546,,,,,
47547,,,,,
47548,,,,,
47549,,,,,
47550,,,,,
47551,,,,,
47552,,,,,
47553,,,,,
47554,,,,,
47555,,,,,
47556,,,,,
47557,,,,,
47558,,,,,
47559,,,,,
47560,,,,,
47561,,,,,
47562,,,,,
47563,,,,,
47564,,,,,
47565,,,,,
47566,,,100.0,,101.0
47567,,,,,
47568,11.57,7.8,43.0,32.7,88.0
47569,,,,,
47570,,,,,
47571,,,,,
47572,,,,,
47573,,,,,
47574,,,,,
47575,18.68,0.2,35.0,,40.0
47576,,,,,
47577,1374.03,,238.0,,744.0
47578,,,,,
47579,,,,,
47580,16.84,0.1,90.0,10.6,111.0
47581,1504.76,148.7,3059.0,1350.6,4559.0
47582,5.33,0.4,5.0,5.2,21.0
47583,,,,,
47584,,,,,
47585,,,,,
47586,,,,,
47587,,,,,
47588,,,,,
47589,,,,,
47590,,,,,
47591,,,,,
47592,,,,,
47593,,,,,
47594,221.23,,96.0,140.2,239.0
47595,,,,,
47596,,,,,
47597,,,,,
47598,,,,,
47599,,,,,
47600,,,,,
47601,,,,,
47602,,,,,
47603,,,,,
47604,,,,,
47605,,,,,
47606,,,,,
47607,,,,,
47608,,,,,
47609,,,,,
47610,,,,,
47611,,,,,
47612,,,,,
47613,,,,,
47614,,,,,
47615,,,,,
47616,,,,,
47617,,,,,
47618,,,,,
47619,,,,,
47620,,,,,
47621,,,,,
47622,,,,,
47623,,,,,
47624,,,,,
47625,,,,,
47626,,,,,
47627,,,,,
47628,,,,,
47629,,,,,
47630,,,,,
47631,,,,,
47632,,,,,
47633,,,,,
47634,,,,,
47635,,,,,
47636,,,,,
47637,,,,,
47638,,,,,
47639,,,,,
47640,,,,,
47641,,,,,
47642,,,,,
47643,,,,,
47644,,,,,
47645,,,,,
47646,,,,,
47647,,,,,
47648,,,,,
47649,,,,,
47650,,,,,
47651,,,,,
47652,,,,,
47653,,,,,
47654,,,,,
47655,,,,,
47656,,,,,
47657,,,,,
47658,,,,,
47659,,,,,
47660,,,,,
47661,1906.11,,,,
47662,,,,,
47663,,,,,
47664,,,,,
47665,,,,,
47666,,,,,
47667,,,,,
47668,,,,,
47669,,,,,
47670,791.36,65.9,753.0,87.3,978.0
47671,,,,,
47672,6.73,0.7,328.0,,625.0
47673,,,,,
47674,,,,,
47675,35.79,,8.0,1.8,45.0
47676,,,,,
47677,,,,,
47678,,,,,
47679,,,,,
47680,,,,,
47681,45.6,9.4,96.0,26.3,139.0
47682,48.08,12.3,107.0,306.9,435.0
47683,68.39,2.5,38.0,16.8,116.0
47684,,,,,
47685,,,,,
47686,,,,,
47687,61.44,7.0,61.0,15.3,88.0
47688,,,,,
47689,,,,,
47690,,,,,
47691,,,,,
47692,,,,,
47693,,,,,
47694,,,,,
47695,,,,,
47696,,,,,
47697,,,,,
47698,,,,,
47699,,,,,
47700,,,,,
47701,,,,,
47702,,,,,
47703,9094.24,,7488.0,2763.3,10287.0
47704,,,,,
47705,,,,,
47706,,,,,
47707,,,,,
47708,,,,,
47709,19.63,0.7,43.0,,86.0
47710,,,,,
47711,,,,,
47712,,,,,
47713,,,,,
47714,,,,,
47715,,,,,
47716,,,,,
47717,,,,,
47718,,,,,
47719,,,,,
47720,,,,,
47721,,,,,
47722,,,,,
47723,21.46,0.9,41.0,54.0,270.0
47724,100.85,20.2,62.0,0.1,92.0
47725,,,,,
47726,,,,,
47727,,,,,
47728,,,,,
47729,,,,,
47730,,,,,
47731,,,,,
47732,951.83,1.0,378.0,,431.0
47733,,,,,
47734,56.12,1.9,94.0,,118.0
47735,,,,,
47736,,,,,
47737,,,,,
47738,17.32,1.1,240.0,1.2,268.0
47739,30.88,,71.0,7.5,99.0
47740,,,,,
47741,,,,,
47742,,,,,
47743,,,,,
47744,,,,,
47745,,,,,
47746,,,,,
47747,,,,,
47748,,,,,
47749,,,,,
47750,,,,,
47751,,,,,
47752,,,,,
47753,,,,,
47754,,,,,
47755,,,,,
47756,,,332.0,,343.0
47757,,,,,
47758,,,,,
47759,765.45,142.4,404.0,240.5,807.0
47760,37.85,0.2,146.0,223.5,375.0
47761,,,,,
47762,,,,,
47763,,,,,
47764,,,,,
47765,12.15,,54.0,12.9,120.0
47766,,,,,
47767,,,,,
47768,,,,,
47769,,,,,
47770,,,,,
47771,,,,,
47772,52.24,,70.0,156.1,229.0
47773,,,,,
47774,,,,,
47775,,,,,
47776,,,,,
47777,,,,,
47778,,,,,
47779,,,,,
47780,59.76,39.3,29.0,501.5,613.0
47781,,,,,
47782,,,,,
47783,,,,,
47784,,,,,
47785,217.72,,,,
47786,1.44,,25.0,,79.0
47787,4.98,,58.0,,63.0
47788,,,,,
47789,,,,,
47790,,,,,
47791,,,,,
47792,298.89,58.9,923.0,57.1,1060.0
47793,,,,,
47794,,0.1,112.0,,132.0
47795,45.63,,,,
47796,0.49,,80.0,,110.0
47797,,,,,
47798,,,,,
47799,,,,,
47800,,,,,
47801,,,,,
47802,,,,,
47803,,,,,
47804,,,,,
47805,15.96,40.3,74.0,,121.0
47806,,,,,
47807,,,,,
47808,,,,,
47809,,,,,
47810,,,,,
47811,,,,,
47812,,,,,
47813,,,,,
47814,,,,,
47815,,,,,
47816,,,,,
47817,,,,,
47818,,,,,
47819,,,,,
47820,,,,,
47821,,,,,
47822,35.35,,65.0,66.9,162.0
47823,,,,,
47824,,,,,
47825,,,,,
47826,,,,,
47827,,,,,
47828,,,,,
47829,,,,,
47830,,,,,
47831,,,,,
47832,,,,,
47833,,,,,
47834,,,,,
47835,,,,,
47836,,,,,
47837,,,,,
47838,,,,,
47839,599.79,340.3,2411.0,,2810.0
47840,,,,,
47841,,,,,
47842,,,,,
47843,,,,,
47844,,,,,
47845,,,,,
47846,,,,,
47847,245.62,5.1,305.0,,313.0
47848,,,,,
47849,,,,,
47850,,,,,
47851,,,,,
47852,,,,,
47853,,,,,
47854,,,,,
47855,7.45,,37.0,,45.0
47856,,,,,
47857,,,,,
47858,,,,,
47859,,,,,
47860,,,,,
47861,,,,,
47862,,,,,
47863,,,,,
47864,,,,,
47865,,,,,
47866,,,,,
47867,,,,,
47868,,,,,
47869,,,,,
47870,,,,,
47871,,,,,
47872,,,,,
47873,,,,,
47874,,,,,
47875,15.08,27.5,194.0,0.5,223.0
47876,,,,,
47877,,,,,
47878,,,,,
47879,,,,,
47880,,,35.0,0.6,56.0
47881,,,,,
47882,,,,,
47883,,,,,
47884,,,,,
47885,,,,,
47886,,,,,
47887,,,,,
47888,,,,,
47889,,,,,
47890,,,,,
47891,,,,,
47892,,,,,
47893,,,,,
47894,,,,,
47895,,,,,
47896,,,,,
47897,,,,,
47898,,,,,
47899,,,,,
47900,44.31,77.3,131.0,58.1,268.0
47901,,,,,
47902,,,,,
47903,,,,,
47904,,,,,
47905,,,,,
47906,,,,,
47907,,,,,
47908,,,,,
47909,,,,,
47910,,,,,
47911,,,,,
47912,,,,,
47913,,,,,
47914,,,,,
47915,,,,,
47916,,,,,
47917,,,,,
47918,,,,,
47919,,,,,
47920,,,,,
47921,,,,,
47922,,,,,
47923,,,,,
47924,,,,,
47925,,,,,
47926,5.12,,4.0,,51.0
47927,,,,,
47928,,,,,
47929,,,,,
