,Доходы,Расходы,Расходы,Валовая прибыль (убыток),Коммерческие расходы,Управленческие расходы,Прибыль (убыток) от продажи,Чистая прибыль (убыток)
99610,,,,,,,1204000.0,986000.0
99611,,,,,,,,
99612,,,,,,,,
99613,,,,,,,638000.0,158000.0
99614,,,,,,,,
99615,,,,,,,61000.0,28000.0
99616,,,,,,,,
99617,,,,,,,,
99618,,,,,,,,
99619,,,,,,,,
99620,,,,,,,,
99621,,,,,,,,
99622,,,,,,,,
99623,,,,,,,,
99624,,,,,,,,
99625,,,,,,,,
99626,,,,,,,,
99627,,,,,,,,
99628,,,,,,,,
99629,,,,,,,,
99630,,,,,,,,
99631,,,,,,,,
99632,,,,,,,,
99633,,,,,,,,
99634,,,,,,,,
99635,,,,,,,,
99636,,,,216000.0,,199000.0,17000.0,5000.0
99637,,,,,,,,
99638,,,,,,,,
99639,,,,,,,,
99640,,,,,,,2303000.0,2060000.0
99641,,,,,,,,
99642,,,,,,,,
99643,,,,,,,,
99644,,,,,,,,
99645,,,,,,,,
99646,,,,,,,,
99647,,,,,,,,
99648,,,,,,,,
99649,,,,,,,,
99650,,,,,,,,
99651,,,,,,,,
99652,,,,,,,,
99653,,,,,,,,
99654,,,,,,,,
99655,,,,,,,,
99656,,,,,,,21329000.0,21259000.0
99657,,,,,,,505000.0,356000.0
99658,,,,,,,,
99659,,,,,,,,
99660,,,,,,,,
99661,,,,,,,,
99662,,,,,,,,
99663,,,,,,,,
99664,,,,,,,,
99665,,,,,,,,
99666,,,,,,,,
99667,,,,,,,294000.0,244000.0
99668,,,,,,,,
99669,,,,,,,,
99670,,,,,,,,
99671,,,,,,,,
99672,,,,,,,,
99673,,,,,,,,
99674,,,,,,,,
99675,,,,,,,,
99676,,,,,,,,
99677,,,,,,,579000.0,517000.0
99678,,,,,,,,
99679,,,,,,,,
99680,,,,,,,,
99681,,,,,,,-537000.0,-2793000.0
99682,,,,,,,6809000.0,4444000.0
99683,,,,,,,,
99684,,,,,,,,
99685,,,,,,,64000.0,47000.0
99686,,,,,,,,
99687,,,,,,,,
99688,,,,,,,,
99689,,,,,,,,
99690,,,,,,,,
99691,,,,,,,,
99692,,,,,,,,
99693,,,,,,,,
99694,,,,,,,74000.0,57000.0
99695,,,,,,,,
99696,,,,6777000.0,,5772000.0,1005000.0,773000.0
99697,,,,,,,3453000.0,2434000.0
99698,,,,,,,,
99699,,,,,,,,
99700,,,,,,,99000.0,-1013000.0
99701,,,,131125000.0,,120713000.0,10412000.0,8047000.0
99702,,,,,,,,
99703,,,,,,,2469000.0,2239000.0
99704,,,,,,,,
99705,,,,,,,41000.0,-98000.0
99706,,,,,,,,
99707,,,,,,,,
99708,,,,,,,,
99709,,,,,,,,
99710,,,,,,,,
99711,,,,,,,,
99712,,,,,,,,
99713,,,,,,,,
99714,,,,,,,,
99715,,,,,,,,
99716,,,,,,,,
99717,,,,,,,,
99718,,,,69209000.0,,36967000.0,32242000.0,26231000.0
99719,,,,,,,,
99720,,,,,,,,
99721,,,,,,,,
99722,,,,,,,,
99723,,,,,,,,
99724,,,,,,,,
99725,,,,,,,,
99726,,,,,,,3000.0,3000.0
99727,,,,,,,6008000.0,5522000.0
99728,,,,,,,,
99729,,,,,,,,
99730,,,,,,,,
99731,,,,,,,,
99732,,,,,,,,
99733,,,,,,,4029000.0,3652000.0
99734,,,,,,,11824000.0,1374000.0
99735,,,,,,,,
99736,,,,,,,189000.0,40000.0
99737,,,,,,,,
99738,,,,,,,,
99739,,,,,,,,
99740,,,,,,,,
99741,,,,,,,3164000.0,2714000.0
99742,,,,,,,,
99743,,,,,,,,
99744,,,,,,,,
99745,,,,,,,,
99746,,,,,,,,
99747,,,,,,,,
99748,,,,,,,984000.0,587000.0
99749,,,,,,,,
99750,,,,,,,,
99751,,,,,,,,
99752,,,,,,,,
99753,,,,,,,,
99754,,,,,,,162000.0,82000.0
99755,,,,,,,,
99756,,,,302865000.0,,82675000.0,220190000.0,166844000.0
99757,,,,,,,543000.0,366000.0
99758,,,,,,,-9671000.0,-11326000.0
99759,,,,,,,,
99760,,,,,,,,
99761,,,,,,,,
99762,,,,,,,,
99763,,,,,,,,
99764,,,,,,,,
99765,,,,,,,,
99766,,,,,,,,
99767,,,,,,,,
99768,,,,,,,,
99769,,,,,,,5256000.0,4256000.0
99770,,,,,,,,
99771,,,,,,,,
99772,,,,,,,,
99773,,,,,,,,
99774,,,,,,,3176000.0,527000.0
99775,,,,,,,,
99776,,,,,,,132000.0,4000.0
99777,,,,,,,,
99778,,,,,,,,
99779,,,,,,,2477000.0,2329000.0
99780,,,,,,,,
99781,,,,,,,,
99782,,,,,,,,
99783,,,,,,,,
99784,,,,,,,,
99785,,,,,,,,
99786,,,,,,,,
99787,,,,1647000.0,,1448000.0,199000.0,87000.0
99788,,,,1889000.0,,936000.0,953000.0,776000.0
99789,,,,,,,,
99790,,,,,,,,
99791,,,,,,,,
99792,,,,,,,,
99793,,,,,,,,
99794,,,,,,,,
99795,,,,,,,,
99796,,,,,,,,
99797,,,,,,,-3383000.0,-3406000.0
99798,,,,,,,,
99799,,,,,,,,
99800,,,,,,,,
99801,,,,1972000.0,,,1972000.0,1447000.0
99802,,,,,,,,
99803,,,,,,,,
99804,,,,,,,,
99805,,,,,,,,
99806,,,,,,,,
99807,,,,,,,,
99808,,,,-39000.0,,,-39000.0,-50000.0
99809,,,,,,,,
99810,,,,,,,,
99811,,,,,,,,
99812,,,,,,,,
99813,,,,,,,,
99814,,,,,,,,
99815,,,,,,,,
99816,,,,,,,84000.0,21000.0
99817,,,,,,,,
99818,,,,,,,,
99819,,,,,,,,
99820,,,,,,,,
99821,,,,,,,,
99822,,,,,,,,
99823,,,,,,,156000.0,147000.0
99824,,,,,,,,
99825,,,,,,,,
99826,,,,,,,1359000.0,1130000.0
99827,,,,,,,,
99828,,,,,,,,
99829,,,,,,,,
99830,,,,,,,-677000.0,-700000.0
99831,,,,,,,-47000.0,-64000.0
99832,,,,,,,,
99833,,,,,,,-138000.0,-150000.0
99834,,,,,,,,
99835,,,,,,,,
99836,,,,,,,,
99837,,,,,,,,
99838,,,,,,,,
99839,,,,,,,,
99840,,,,,,,294000.0,35000.0
99841,,,,,,,,
99842,,,,,,,,
99843,,,,,,,,
99844,,,,,,,,
99845,,,,,,,10312000.0,9810000.0
99846,,,,,,,,
99847,,,,,,,,
99848,,,,4438000.0,,4117000.0,321000.0,218000.0
99849,,,,,,,,
99850,,,,,,,,
99851,,,,,,,,
99852,,,,,,,,
99853,,,,,,,117000.0,56000.0
99854,,,,,,,,
99855,,,,,,,,
99856,,,,,,,,
99857,,,,,,,,
99858,,,,,,,,
99859,,,,,,,994000.0,762000.0
99860,,,,,,,-130000.0,414000.0
99861,,,,,,,,
99862,,,,,,,,
99863,,,,,,,,
99864,,,,,,,,
99865,,,,,,,,
99866,,,,,,,,
99867,,,,,,,,
99868,,,,,,,,
99869,,,,,,,,
99870,,,,,,,231000.0,-3000.0
99871,,,,,,,,
99872,,,,,,,,
99873,,,,,,,,
99874,,,,,,,1369000.0,1056000.0
99875,,,,,,,,
99876,,,,,,,,
99877,,,,,,,,
99878,,,,,,,250000.0,103000.0
99879,,,,,,,,
99880,,,,,,,,
99881,,,,,,,,
99882,,,,,,,,
99883,,,,,,,351000.0,24000.0
99884,,,,,,,,
99885,,,,,,,37606000.0,35715000.0
99886,,,,,,,2548000.0,2129000.0
99887,,,,,,,,
99888,,,,,,,-2310000.0,101000.0
99889,,,,,,,,
99890,,,,-24000.0,85000.0,,-109000.0,-116000.0
99891,,,,,,,,
99892,,,,,,,,
99893,,,,,,,,
99894,,,,3762000.0,,1476000.0,2286000.0,1132000.0
99895,,,,,,,1524000.0,1376000.0
99896,,,,,,,,
99897,,,,,,,,
99898,,,,,,,,
99899,,,,,,,,
99900,,,,,,,,
99901,,,,,,,,
99902,,,,,,,,
99903,,,,,,,,
99904,,,,,,,,
99905,,,,,,,,
99906,,,,,,,,
99907,,,,,,,,
99908,,,,,,,,
99909,,,,,,,,
99910,,,,,,,1119000.0,984000.0
99911,,,,,,,,
99912,,,,,,,,
99913,,,,,,,,
99914,,,,,,,,
99915,,,,,,,,
99916,,,,,,,,
99917,,,,55325000.0,,15014000.0,40311000.0,30311000.0
99918,,,,,,,,
99919,,,,-10103000.0,,4523000.0,-14626000.0,301000.0
99920,,,,,,,,
99921,,,,,,,,
99922,,,,,,,,
99923,,,,,,,,
99924,,,,,,,,
99925,,,,,,,,
99926,,,,,,,,
99927,,,,,,,,
99928,,,,,,,,
99929,,,,,,,,
99930,,,,262000.0,,,262000.0,73000.0
99931,,,,,,,,
99932,,,,,,,,
99933,,,,,,,,
99934,,,,,,,,
99935,,,,,,,,
99936,,,,,,,,
99937,,,,,,,,
99938,,,,,,,,
99939,,,,,,,,
99940,,,,,,,3011000.0,2742000.0
99941,,,,,,,,
99942,,,,17401000.0,652000.0,8281000.0,8468000.0,7643000.0
99943,,,,,,,,
99944,,,,,,,,
99945,,,,,,,,
99946,,,,,,,,
99947,,,,,,,,
99948,,,,,,,,
99949,,,,,,,,
99950,,,,,,,278000.0,84000.0
99951,,,,,,,,
99952,,,,,,,,
99953,,,,,,,,
99954,,,,,,,,
99955,,,,,,,,
99956,,,,,,,,
99957,,,,,,,,
99958,,,,,,,,
99959,,,,,,,,
99960,,,,5901000.0,,5771000.0,130000.0,20000.0
99961,,,,12313000.0,,11680000.0,633000.0,379000.0
99962,,,,,,,,
99963,,,,,,,,
99964,,,,,,,,
99965,,,,,,,-5386000.0,-5427000.0
99966,,,,,,,,
99967,,,,,,,,
99968,,,,,,,,
99969,,,,,,,,
99970,,,,,,,,
99971,,,,,,,,
99972,,,,,,,,
99973,,,,,,,,
99974,,,,,,,,
99975,,,,,,,,
99976,,,,7913000.0,,4734000.0,3179000.0,2114000.0
99977,,,,,,,,
99978,,,,,,,,
99979,,,,,,,32000.0,24000.0
99980,,,,,,,,
99981,,,,,,,,
99982,,,,,,,,
99983,,,,,,,,
99984,,,,,,,995000.0,609000.0
99985,,,,,,,,
99986,,,,51730000.0,,35209000.0,16521000.0,15019000.0
99987,,,,,,,,
99988,,,,,,,,
99989,,,,,,,,
99990,,,,,,,,
99991,,,,,,,147000.0,-2000.0
99992,,,,,,,507000.0,482000.0
99993,,,,,,,244000.0,-8652000.0
99994,,,,,,,,
99995,,,,,,,,
99996,,,,,,,,
99997,,,,,,,2601000.0,7299000.0
99998,,,,,,,,
99999,,,,,,,,
100000,,,,,,,,
100001,,,,,,,,
100002,,,,,,,,
100003,,,,,,,,
100004,,,,,,,,
100005,,,,,,,,
100006,,,,,,,,
100007,,,,,,,,
100008,,,,,,,,-23000.0
100009,,,,,,,2562000.0,2342000.0
100010,,,,,,,,
100011,,,,,,,,
100012,,,,,,,,
100013,,,,,,,,
100014,,,,,,,-929000.0,-1036000.0
100015,,,,,,,,
100016,,,,,,,,
100017,,,,,,,,
100018,,,,,,,,
100019,,,,,,,,
100020,,,,,,,,
100021,,,,,,,,
100022,,,,,,,,
100023,,,,,,,,
100024,,,,,,,38639000.0,30540000.0
100025,,,,,,,,
100026,,,,,,,,
100027,,,,,,,-1478000.0,588000.0
100028,,,,,,,,
100029,,,,,,,,
100030,,,,,,,,
100031,,,,,,,,
100032,,,,,,,,
100033,,,,,,,,
100034,,,,,,,,
100035,,,,,,,,
100036,,,,,,,,
100037,,,,,,,,
100038,,,,,,,,
100039,,,,,,,,
100040,,,,,,,,
100041,,,,,,,,
100042,,,,,,,,
100043,,,,,,,,
100044,,,,,,,3699000.0,1012000.0
100045,,,,,,,570000.0,437000.0
100046,,,,,,,,
100047,,,,,,,15655000.0,14737000.0
100048,,,,,,,,
100049,,,,,,,,
100050,,,,,,,,
100051,,,,,,,,
100052,,,,,,,-3000.0,-263000.0
100053,,,,,,,,
100054,,,,,,,,
100055,,,,,,,,
100056,,,,,,,,
100057,,,,,,,,
100058,,,,12602000.0,,2201000.0,10401000.0,7381000.0
100059,,,,,,,,
100060,,,,,,,,
100061,,,,,,,,
100062,,,,,,,,
100063,,,,,,,,
100064,,,,,,,,
100065,,,,,,,,
100066,,,,,,,67000.0,23000.0
100067,,,,-5774000.0,,6613000.0,-12387000.0,-13747000.0
100068,,,,,,,,
100069,,,,,,,,
100070,,,,,,,,
100071,,,,,,,,
100072,,,,,,,241000.0,189000.0
100073,,,,,,,,
100074,,,,,,,,
100075,,,,,,,,
100076,,,,,,,,
100077,,,,,,,,
100078,,,,,,,42000.0,14000.0
100079,,,,,,,94000.0,-1889000.0
100080,,,,,,,,
100081,,,,,,,,
100082,,,,,,,,
100083,,,,,,,121000.0,85000.0
100084,,,,,,,,
100085,,,,,,,,
100086,,,,,,,81000.0,36000.0
100087,,,,,,,,
100088,,,,,,,,
100089,,,,,,,,
100090,,,,,,,843000.0,561000.0
100091,,,,,,,,
100092,,,,,,,,
100093,,,,,,,,
100094,,,,,,,,
100095,,,,,,,,
100096,,,,,,,,
100097,,,,,,,,
100098,,,,,,,,
100099,,,,,,,,
100100,,,,,,,,
100101,,,,,,,,
100102,,,,,,,,
100103,,,,,,,,
100104,,,,36286000.0,,30175000.0,6111000.0,4959000.0
100105,,,,,,,,
100106,,,,,,,204000.0,184000.0
100107,,,,,,,,
100108,,,,,,,,
100109,,,,,,,,
100110,,,,,,,,
100111,,,,,,,,
100112,,,,,,,,
100113,,,,,,,,
100114,,,,,,,,
100115,,,,,,,,
100116,,,,,,,,
100117,,,,,,,,
100118,,,,,,,,
100119,,,,,,,,
100120,,,,,,,,
100121,,,,,,,13870000.0,12599000.0
100122,,,,,,,,
100123,,,,,,,,
100124,,,,,,,,
100125,,,,,,,,
100126,,,,,,,,
100127,,,,,,,-172000.0,-315000.0
100128,,,,,,,,
100129,,,,,,,3667000.0,2462000.0
100130,,,,,,,,
100131,,,,,,,,
100132,,,,,,,,
100133,,,,,,,1053000.0,882000.0
100134,,,,,,,284000.0,125000.0
100135,,,,,,,,
100136,,,,,,,,
100137,,,,,,,,
100138,,,,,,,,
100139,,,,,,,,
100140,,,,,,,,
100141,,,,,,,-89000.0,-657000.0
100142,,,,,,,7346000.0,8363000.0
100143,,,,,,,,
100144,,,,15000.0,,,15000.0,27000.0
100145,,,,,,,,
100146,,,,,,,,
100147,,,,,,,,
100148,,,,,,,,
100149,,,,,,,1300000.0,58000.0
100150,,,,,,,,
100151,,,,,,,,
100152,,,,,,,,
100153,,,,,,,,
100154,,,,,,,,
100155,,,,18510000.0,,12996000.0,5514000.0,1193000.0
100156,,,,,,,,
100157,,,,,,,-69000.0,-89000.0
100158,,,,,,,,
100159,,,,,,,,
100160,,,,-118000.0,,,-118000.0,-261000.0
100161,,,,,,,,
100162,,,,,,,,
100163,,,,,,,,
100164,,,,,,,,
100165,,,,,,,,
100166,,,,,,,64552000.0,57708000.0
100167,,,,,,,,
100168,,,,,,,,
100169,,,,,,,,
100170,,,,,,,,
100171,,,,,,,,
100172,,,,,,,,
100173,,,,,,,46000.0,29000.0
100174,,,,,,,,
100175,,,,,,,,
100176,,,,,,,,
100177,,,,3766000.0,,3732000.0,34000.0,-65000.0
100178,,,,,,,,
100179,,,,,,,,
100180,,,,,,,,
100181,,,,,,,,
100182,,,,,,,,
100183,,,,,,,,
100184,,,,,,,,
100185,,,,,,,,
100186,,,,,,,,
100187,,,,,,,,
100188,,,,,,,,
100189,,,,,,,81000.0,-21000.0
100190,,,,,,,,
100191,,,,,,,,
100192,,,,,,,,
100193,,,,,,,,
100194,,,,,,,,
100195,,,,,,,,
100196,,,,,,,,
100197,,,,,,,,
100198,,,,,,,31730000.0,29723000.0
100199,,,,,,,,
100200,,,,,,,,
100201,,,,,,,10197000.0,9533000.0
100202,,,,,,,19470000.0,16917000.0
100203,,,,,,,650000.0,463000.0
100204,,,,,,,,
100205,,,,,,,-285000.0,104000.0
100206,,,,,,724000.0,-724000.0,-782000.0
100207,,,,,,,,
100208,,,,,,,,
100209,,,,,,,,
100210,,,,,,,,
100211,,,,,,,,
100212,,,,,,,,
100213,,,,,,,,
100214,,,,,,,,
100215,,,,,,,1081000.0,882000.0
100216,,,,,,,,
100217,,,,,,,5465000.0,1584000.0
100218,,,,,,,,
100219,,,,,,,,
100220,,,,,,,,
100221,,,,477000.0,,388000.0,89000.0,52000.0
100222,,,,,,,,
100223,,,,,,,,
100224,,,,,,,,
100225,,,,,,,,
100226,,,,,,,,
100227,,,,,,,,
100228,,,,,,,,
100229,,,,,,,,
100230,,,,,,,144000.0,89000.0
100231,,,,,,,3294000.0,2948000.0
100232,,,,,,,,
100233,,,,,,,,
100234,,,,,,,,
100235,,,,,,,,
100236,,,,,,,-82000.0,-106000.0
100237,,,,,,,,
100238,,,,,,,,
100239,,,,,,,,
100240,,,,,,,,
100241,,,,,,,,
100242,,,,,,,,
100243,,,,,,,,
100244,,,,,,,,-3045000.0
100245,,,,,,,,
100246,,,,,,,2475000.0,2353000.0
100247,,,,,,,41000.0,25000.0
100248,,,,,,,,
100249,,,,,,,1166000.0,1543000.0
100250,,,,,,,,
100251,,,,,,,454000.0,422000.0
100252,,,,,,,,
100253,,,,,,,,
100254,,,,,,,,
100255,,,,,,,,
100256,,,,,,,,
100257,,,,,,,-737000.0,14000.0
100258,,,,,,,,
100259,,,,,,,,
100260,,,,,,,-115000.0,-162000.0
100261,,,,,,,526000.0,965000.0
100262,,,,,,,37000.0,10000.0
100263,,,,,,,,
100264,,,,,,,,
100265,,,,11054000.0,,9892000.0,1162000.0,10000.0
100266,,,,,,,,
100267,,,,,,,604000.0,-66000.0
100268,,,,803000.0,,1228000.0,-425000.0,3719000.0
100269,,,,,,,,
100270,,,,,,,,
100271,,,,,,,,
100272,,,,,,,,
100273,,,,,,,,
100274,,,,,,,,
100275,,,,,,,,
100276,,,,,,,,
100277,,,,,,,,
100278,,,,,,,,
100279,,,,,,,,
100280,,,,,,,,
100281,,,,,,,,
100282,,,,,,,,
100283,,,,,,,,
100284,,,,,,,,
100285,,,,,,,,
100286,,,,,,,,
100287,,,,,,,,
100288,,,,,,,,
100289,,,,,,,,
100290,,,,,,,12000.0,-32000.0
100291,,,,,,,,
100292,,,,,,,,
100293,,,,,,,,
100294,,,,,,,12477000.0,11625000.0
100295,,,,,,,,
100296,,,,,,,347000.0,548000.0
100297,,,,,,,,
100298,,,,,,,66000.0,-46000.0
100299,,,,,,,,
100300,,,,,,,,
100301,,,,,,,,
100302,,,,,,,,
100303,,,,,,,,
100304,,,,,,,,
100305,,,,,,,,
100306,,,,,,,,
100307,,,,,,,,
100308,,,,,,,,
100309,,,,,,,,
100310,,,,,,,,
100311,,,,,,,,
100312,,,,,,,,
100313,,,,,,,,
100314,,,,,,,,
100315,,,,,,,,
100316,,,,,,,,
100317,,,,,,,,
100318,,,,,,,,
100319,,,,,,,,
100320,,,,,,,,
100321,,,,,,,,
100322,,,,,,,,
100323,,,,,,,,
100324,,,,,,,454000.0,319000.0
100325,,,,,,,6908000.0,6524000.0
100326,,,,,,,,
100327,,,,,,,,
100328,,,,,,,,
100329,,,,,,,,
100330,,,,,,,,
100331,,,,,,,,
100332,,,,,,,,
100333,,,,,,,,
100334,,,,,,,,
100335,,,,,,,,
100336,,,,,,,343000.0,6000.0
100337,,,,,,,171000.0,7000.0
100338,,,,,,,,
100339,,,,,,,,
100340,,,,,,,,
100341,,,,,,,135000.0,-433000.0
100342,,,,,,,,
100343,,,,,,,2378000.0,1516000.0
100344,,,,,,,,
100345,,,,,,,,
100346,,,,5996000.0,,5007000.0,989000.0,811000.0
100347,,,,,,,,
100348,,,,,,,,
100349,,,,,,,,
100350,,,,,,,,
100351,,,,,,,,
100352,,,,,,,-34000.0,-259000.0
100353,,,,,,,,
100354,,,,,,,,
100355,,,,,,,9141000.0,3215000.0
100356,,,,,,,,
100357,,,,,,,,
100358,,,,,,,,
100359,,,,,,,,
100360,,,,,,,,
100361,,,,,,,,
100362,,,,,,,-2551000.0,3456000.0
100363,,,,,,,,
100364,,,,,,,183000.0,161000.0
100365,,,,,,,,
100366,,,,,,,,
100367,,,,,,,,
100368,,,,,,,,
100369,,,,,,,,
100370,,,,,,,,
100371,,,,,,,,
100372,,,,,,,,
100373,,,,,,,,
100374,,,,,,,,
100375,,,,,,,,
100376,,,,,,,,
100377,,,,,,,,
100378,,,,,,,,
100379,,,,,,,,
100380,,,,,,,476000.0,400000.0
100381,,,,,,,,
100382,,,,,,,,
100383,,,,,,,,
100384,,,,,,,,
100385,,,,,,,,
100386,,,,,,,,
100387,,,,,,,,
100388,,,,1485000.0,,,1485000.0,302000.0
100389,,,,,,,,
100390,,,,,,,,
100391,,,,,,,,
100392,,,,,,,,
100393,,,,,,,3605000.0,2458000.0
100394,,,,,,,,
100395,,,,,,,,
100396,,,,,,,,
100397,,,,,,,,
100398,,,,311000.0,,,311000.0,129000.0
100399,,,,,,,,
100400,,,,,,,,
100401,,,,,,,,
100402,,,,,,,,
100403,,,,,,,,
100404,,,,3273000.0,,1758000.0,1515000.0,1397000.0
100405,,,,,,,,
100406,,,,,,,,
100407,,,,,,,,
100408,,,,,,,,
100409,,,,,,,,
100410,,,,,,,,
100411,,,,,,,,
100412,,,,,,,,
100413,,,,,,,,
100414,,,,,,,,
100415,,,,,,,,
100416,,,,,,,2814000.0,2636000.0
100417,,,,,,,1274000.0,1145000.0
100418,,,,,,,,
100419,,,,,,,,
100420,,,,,,,,
100421,,,,,,,,
100422,,,,,,,,
100423,,,,,,,,
100424,,,,,,,,
100425,,,,,,,,
100426,,,,,,,,
100427,,,,,,,,
100428,,,,,,,,
100429,,,,,,,,
100430,,,,,,,,
100431,,,,,,,8068000.0,7163000.0
100432,,,,,,,190000.0,14000.0
100433,,,,,,,,
100434,,,,,,,449000.0,197000.0
100435,,,,,,,,
100436,,,,,,,752000.0,26000.0
100437,,,,,,,,
100438,,,,,,,,
100439,,,,,,,,
100440,,,,,,,,
100441,,,,,,,,
100442,,,,,,,,
100443,,,,,,,,
100444,,,,,,,,
100445,,,,,,,,
100446,,,,,,,1028000.0,779000.0
100447,,,,,,,-4106000.0,-4246000.0
100448,,,,,,,,
100449,,,,,,,,
100450,,,,,,,-583000.0,-607000.0
100451,,,,,,,,
100452,,,,,,,,
100453,,,,,,,,
100454,,,,,,,,
100455,,,,,,,,
100456,,,,,,,,
100457,,,,,,,,
100458,,,,,,,,
100459,,,,,,,,
100460,,,,,,,,
100461,,,,,,,-31000.0,-44000.0
100462,,,,75992000.0,,36149000.0,39843000.0,32962000.0
100463,,,,,,,,
100464,,,,,,,-275000.0,-459000.0
100465,,,,,,,1829000.0,450000.0
100466,,,,,,,,
100467,,,,,,,,
100468,,,,,,,,
100469,,,,,,,,
100470,,,,,,,,
100471,,,,,,,,
100472,,,,,,,,
100473,,,,,,,147000.0,81000.0
100474,,,,,,,27150000.0,24726000.0
100475,,,,,,,,
100476,,,,,,,,
100477,,,,209000.0,,,209000.0,86000.0
100478,,,,,,,71000.0,26000.0
100479,,,,,,,,
100480,,,,,,,,
100481,,,,,,,,
100482,,,,,,,,
100483,,,,,,,,
100484,,,,,,,,
100485,,,,,,,,
100486,,,,,,,,
100487,,,,,,,,
100488,,,,,,,,
100489,,,,,,,,
100490,,,,,,,,
100491,,,,,,,,
100492,,,,,,,,
100493,,,,,,,,
100494,,,,,,,,
100495,,,,,,,,
100496,,,,,,,,
100497,,,,,,,,
100498,,,,,,,,
100499,,,,,,,,
100500,,,,,,,,
100501,,,,3000.0,,,3000.0,2000.0
100502,,,,,,,,
100503,,,,,,,,
100504,,,,,,,,
100505,,,,,,,,
100506,,,,,,,,
100507,,,,,,,1282000.0,2121000.0
100508,,,,,,,2006000.0,1067000.0
100509,,,,,,,,
100510,,,,,,,,
100511,,,,,,,,
100512,,,,,,,,
100513,,,,,,,5497000.0,3545000.0
100514,,,,,,,,
100515,,,,,,,,
100516,,,,,,,,
100517,,,,,,,,
100518,,,,,,,,
100519,,,,,,,,
100520,,,,,,,,
100521,,,,,,,,
100522,,,,140000.0,,,140000.0,130000.0
100523,,,,,,,,
100524,,,,,,,-237000.0,-351000.0
100525,,,,,,,,
100526,,,,,,,,
100527,,,,,,,,
100528,,,,,,,,
100529,,,,484000.0,,,484000.0,437000.0
100530,,,,,,,,
100531,,,,,,,,
100532,,,,,,,,
100533,,,,,,,,
100534,,,,,,,,
100535,,,,,,,,
100536,,,,,,,,
100537,,,,,,,,
100538,,,,,,,,
100539,,,,,,,39000.0,5000.0
100540,,,,,,,,
100541,,,,,,,1053000.0,644000.0
100542,,,,,,,,
100543,,,,,,,49000.0,10000.0
100544,,,,,,,246000.0,7000.0
100545,,,,,,,7224000.0,7774000.0
100546,,,,,,,,
100547,,,,,,,,
100548,,,,,,,,
100549,,,,,,,10404000.0,8246000.0
100550,,,,,,,,
100551,,,,,,,982000.0,982000.0
100552,,,,,,,,
100553,,,,,,,,
100554,,,,,,,,
100555,,,,,,,,
100556,,,,,,,,
100557,,,,,,,,
100558,,,,,,,,
100559,,,,123000.0,,49000.0,74000.0,45000.0
100560,,,,,,,,
100561,,,,,,,,
100562,,,,,,,,
100563,,,,,,,6644000.0,5770000.0
100564,,,,,,,,
100565,,,,,,,,
100566,,,,,,,3070000.0,1192000.0
100567,,,,,,,345000.0,254000.0
100568,,,,,,,,
100569,,,,,,,,
100570,,,,,,,252000.0,-30000.0
100571,,,,,,,,
100572,,,,,,,,
100573,,,,,,,,
100574,,,,,,,,
100575,,,,,,,7224000.0,5435000.0
100576,,,,,,,,
100577,,,,,,,,-19000.0
100578,,,,,,,,
100579,,,,,,,,
100580,,,,,,,,
100581,,,,,,,,
100582,,,,,,,829000.0,440000.0
100583,,,,,,,23063000.0,18522000.0
100584,,,,,,,,
100585,,,,,,,,
100586,,,,,,,,7000.0
100587,,,,3552000.0,,,3552000.0,2215000.0
100588,,,,,,,,
100589,,,,,,,-495000.0,229000.0
100590,,,,,,,,
100591,,,,,,,168000.0,68000.0
100592,,,,,,,,
100593,,,,,,,,
100594,,,,33189000.0,,28396000.0,4793000.0,777000.0
100595,,,,,,,,
100596,,,,,,,-224000.0,-245000.0
100597,,,,,,,,
100598,,,,,,,,
100599,,,,,,,,
100600,,,,,,,,
100601,,,,,,,,
100602,,,,,,,,
100603,,,,,,,,
100604,,,,,,,,
100605,,,,,,,,
100606,,,,,,,9309000.0,8458000.0
100607,,,,,,,,
100608,,,,,,,,
100609,,,,,,,,
100610,,,,,,,,
100611,,,,,,,,
100612,,,,,,,,
100613,,,,,,,,
100614,,,,,,,,
100615,,,,,,,,
100616,,,,,,,,
100617,,,,,,,,
100618,,,,,,,5560000.0,3682000.0
100619,,,,,,,,
100620,,,,,,,,
100621,,,,,,,,
100622,,,,,,,,
100623,,,,,,,,
100624,,,,,,,,
100625,,,,,,,,
100626,,,,,,,,
100627,,,,,,,,
100628,,,,,,,,
100629,,,,,,,,
100630,,,,,,,-1523000.0,-1610000.0
100631,,,,,,,,
100632,,,,,,,,
100633,,,,,,,2043000.0,1011000.0
100634,,,,,,,-8000.0,-15000.0
100635,,,,,,,,
100636,,,,,,,,
100637,,,,,,,,
100638,,,,,,,,
100639,,,,,,,,
100640,,,,,,,,
100641,,,,,,,,
100642,,,,,,,,
100643,,,,,,,,
100644,,,,,,,,
100645,,,,,,,,
100646,,,,,,,,
100647,,,,,,,,
100648,,,,,,,,
100649,,,,,,,,
100650,,,,,,,,
100651,,,,,,,,
100652,,,,,,,,
100653,,,,,,,,
100654,,,,,,,,
100655,,,,,,,,
100656,,,,,,,,
100657,,,,,,,,
100658,,,,,,,-206000.0,13000.0
100659,,,,,,,308000.0,139000.0
100660,,,,,,,,
100661,,,,,,,,
100662,,,,,,,,
100663,,,,,,,,
100664,,,,,,,,
100665,,,,,,,,
