,Коэффициент текущей ликвидности,Коэффициент быстрой ликвидности,Коэффициент абсолютной ликвидности
1765,,,
1766,,,
1767,,,
1768,,,
1769,1.8526,1.8526,0.2121
1770,1.1916,0.3692,0.0868
1771,,,
1772,,,
1773,,,
1774,,,
1775,,,
1776,,,
1777,,,
1778,,,
1779,,,
1780,,,
1781,,,
1782,,,
1783,,,
1784,22.5233,22.5233,21.6744
1785,0.4502,0.4502,0.2319
1786,1.0019,1.0019,0.0061
1787,,,
1788,,,
1789,,,
1790,,,
1791,,,
1792,,,
1793,,,
1794,,,
1795,,,
1796,,,
1797,,,
1798,,,
1799,,,
1800,,,
1801,,,
1802,,,
1803,,,
1804,,,
1805,,,
1806,,,
1807,,,
1808,,,
1809,,,
1810,,,
1811,,,
1812,,,
1813,,,
1814,,,
1815,,,
1816,,,
1817,,,
1818,,,
1819,,,
1820,,,
1821,,,
1822,,,
1823,1.063,0.545,0.0797
1824,9.048,7.524,0.516
1825,,,
1826,,,
1827,,,
1828,,,
1829,7.0337,2.0529,0.0048
1830,,,
1831,0.0217,0.0217,0.0109
1832,,,
1833,1.0411,1.0411,0.2152
1834,24.2754,24.1976,4.4671
1835,1.6769,1.6769,0.3769
1836,,,
1837,,,
1838,0.9032,0.4355,0.0161
1839,,,
1840,3.0814,2.5032,1.0237
1841,,,
1842,,,
1843,,,
1844,1.1571,0.3056,0.0121
1845,0.9654,0.9654,-0.7212
1846,1.0802,0.9259,
1847,,,
1848,,,
1849,,,
1850,,,
1851,,,
1852,,,
1853,341.0,247.0,10.0
1854,,,
1855,,,
1856,,,
1857,,,
1858,,,
1859,,,
1860,1.3378,1.3362,0.0271
1861,,,
1862,,,
1863,,,
1864,,,
1865,,,
1866,,,
1867,,,
1868,,,
1869,,,
1870,,,
1871,1.75,1.75,0.2273
1872,,,
1873,1.0406,0.7072,0.0002
1874,,,
1875,,,
1876,,,
1877,,,
1878,,,
1879,,,
1880,,,
1881,,,
1882,4.645,4.645,4.5348
1883,,,
1884,,,
1885,,,
1886,,,
1887,,,
1888,,,
1889,,,
1890,,,
1891,,,
1892,0.3026,0.3026,
1893,0.9935,0.7531,0.0005
1894,,,
1895,1.4751,0.5962,0.2268
1896,,,
1897,,,
1898,,,
1899,,,
1900,,,
1901,,,
1902,,,
1903,,,
1904,,,
1905,1.1036,1.0884,0.0162
1906,,,
1907,,,
1908,,,
1909,,,
1910,,,
1911,,,
1912,,,
1913,0.5063,0.5063,0.0347
1914,,,
1915,,,
1916,1.0247,0.6781,0.1788
1917,10.0,10.0,2.4091
1918,,,
1919,,,
1920,,,
1921,,,
1922,,,
1923,,,
1924,,,
1925,8.9474,0.5865,0.3008
1926,,,
1927,,,
1928,6.368,1.3619,0.0985
1929,51.5714,51.5714,43.2857
1930,,,
1931,,,
1932,,,
1933,,,
1934,0.7323,0.0918,0.0008
1935,,,
1936,,,
1937,,,
1938,2.2827,1.9662,1.2827
1939,,,
1940,,,
1941,,,
1942,1.0025,1.0025,0.0021
1943,,,
1944,7.3187,5.501,
1945,1.0407,0.9489,0.0062
1946,,,
1947,,,
1948,,,
1949,,,
1950,0.0002,0.0002,0.0001
1951,,,
1952,0.859,0.6978,0.0073
1953,,,
1954,,,
1955,,,
1956,,,
1957,,,
1958,,,
1959,,,
1960,,,
1961,,,
1962,,,
1963,,,
1964,,,
1965,,,
1966,0.0015,0.0015,0.0015
1967,,,
1968,,,
1969,,,
1970,,,
1971,,,
1972,3.3512,2.7261,0.019
1973,,,
1974,,,
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,0.0106,0.0106,0.0029
1981,,,
1982,22.9474,22.9474,3.7368
1983,,,
1984,,,
1985,,,
1986,,,
1987,1.0296,1.0296,0.0012
1988,1.5882,1.5882,0.7647
1989,,,
1990,,,
1991,0.754,0.6749,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,,,
1998,,,
1999,,,
2000,,,
2001,,,
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,0.6145,0.293,0.051
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
2013,,,
2014,,,
2015,,,
2016,,,
2017,,,
2018,,,
2019,2.4706,2.3971,
2020,1.4095,1.4086,0.1386
2021,,,
2022,,,
2023,,,
2024,,,
2025,,,
2026,,,
2027,19.0,20.0,6.0
2028,,,
2029,10.4167,10.4167,4.5833
2030,,,
2031,,,
2032,1.316,1.3086,0.0118
2033,,,
2034,1.0163,0.5563,0.1826
2035,,,
2036,,,
2037,,,
2038,,,
2039,,,
2040,,,
2041,0.2435,0.2435,0.0004
2042,,,
2043,,,
2044,,,
2045,,,
2046,,,
2047,,,
2048,,,
2049,,,
2050,,,
2051,17.4737,5.3618,2.0329
2052,,,
2053,,,
2054,1.2536,0.9463,0.1546
2055,,,
2056,,,
2057,,,
2058,,,
2059,,,
2060,,,
2061,,,
2062,,,
2063,1.0167,0.8009,0.2301
2064,,,
2065,,,
2066,1.1539,1.1506,0.0087
2067,,,
2068,,,
2069,,,
2070,,,
2071,,,
2072,,,
2073,0.6132,0.4241,0.1253
2074,,,
2075,,,
2076,,,
2077,,,
2078,3.8189,3.665,2.5598
2079,,,
2080,,,
2081,41.3994,41.3908,2.2266
2082,,,
2083,,,
2084,,,
2085,,,
2086,1.0728,1.0728,0.0041
2087,1.5434,1.4913,
2088,,,
2089,,,
2090,,,
2091,,,
2092,,,
2093,,,
2094,,,
2095,,,
2096,,,
2097,,,
2098,,,
2099,,,
2100,,,
2101,,,
2102,,,
2103,,,
2104,,,
2105,0.7711,0.7707,0.0043
2106,1.1352,1.0204,0.0179
2107,1.0674,0.6124,0.0466
2108,,,
2109,,,
2110,1.1355,0.5029,0.077
2111,4.0067,3.8188,0.3915
2112,,,
2113,,,
2114,,,
2115,,,
2116,,,
2117,,,
2118,,,
2119,,,
2120,,,
2121,,,
2122,,,
2123,0.6192,0.6083,0.0207
2124,,,
2125,,,
2126,,,
2127,,,
2128,,,
2129,,,
2130,,,
2131,2.1501,1.9275,0.1825
2132,,,
2133,1.2309,1.117,0.47
2134,,,
2135,,,
2136,,,
2137,,,
2138,,,
2139,,,
2140,,,
2141,1.3218,1.2435,0.19
2142,,,
2143,,,
2144,1.0496,0.6805,0.027
2145,1.1664,1.1664,0.0095
2146,3.6667,3.6667,3.6667
2147,,,
2148,,,
2149,,,
2150,,,
2151,,,
2152,,,
2153,,,
2154,,,
2155,,,
2156,0.9451,0.9451,0.0232
2157,1.4954,1.4946,0.5308
2158,,,
2159,,,
2160,0.9152,0.5077,0.0025
2161,,,
2162,,,
2163,5.0322,1.1686,0.6998
2164,,,
2165,,,
2166,,,
2167,,,
2168,,,
2169,29.5556,29.6667,27.7778
2170,,,
2171,,,
2172,,,
2173,,,
2174,,,
2175,,,
2176,,,
2177,0.7937,0.7887,0.3363
2178,0.7949,0.3328,0.0105
2179,2.4966,1.8793,0.5186
2180,1.5412,1.431,0.1943
2181,,,
2182,,,
2183,,,
2184,,,
2185,,,
2186,,,
2187,,,
2188,5.3483,4.5224,
2189,,,
2190,,,
2191,,,
2192,,,
2193,,,
2194,,,
2195,,,
2196,,,
2197,,,
2198,,,
2199,6.3684,6.3684,6.3684
2200,1.2342,1.2342,0.4307
2201,,,
2202,,,
2203,,,
2204,,,
2205,,,
2206,1.0186,1.0186,0.1542
2207,,,
2208,1.1151,0.8253,0.0059
2209,,,
2210,,,
2211,,,
2212,,,
2213,,,
2214,,,
2215,,,
2216,21.2043,21.2043,5.7849
2217,1.0696,0.1393,
2218,,,
2219,,,
2220,,,
2221,,,
2222,,,
2223,,,
2224,,,
2225,,,
2226,,,
2227,,,
2228,,,
2229,,,
2230,,,
2231,,,
2232,,,
2233,,,
2234,,,
2235,1.087,1.0411,0.0419
2236,,,
2237,,,
2238,,,
2239,,,
2240,,,
2241,,,
2242,,,
2243,,,
2244,,,
2245,,,
2246,15.5291,15.0342,15.0176
2247,,,
2248,,,
2249,1.2967,1.2967,0.2618
2250,,,
2251,,,
2252,0.6044,0.6044,0.503
2253,,,
2254,0.9984,0.9984,
2255,,,
2256,,,
2257,3.6704,3.6704,0.5484
2258,,,
2259,1.013,0.9496,0.2705
2260,,,
2261,,,
2262,,,
2263,,,
2264,,,
2265,,,
2266,10.0059,3.0059,0.2874
2267,1.3379,1.2342,0.186
2268,,,
2269,,,
2270,,,
2271,1.2312,0.0058,0.0058
2272,,,
2273,,,
2274,,,
2275,,,
2276,,,
2277,,,
2278,,,
2279,,,
2280,,,
2281,,,
2282,,,
2283,,,
2284,,,
2285,,,
2286,,,
2287,,,
2288,,,
2289,1.0079,0.7003,0.0373
2290,,,
2291,,,
2292,,,
2293,,,
2294,,,
2295,14.24,11.88,6.84
2296,,,
2297,,,
2298,,,
2299,,,
2300,0.9784,0.9784,
2301,,,
2302,,,
2303,,,
2304,,,
2305,,,
2306,,,
2307,,,
2308,0.2597,0.1053,
2309,,,
2310,,,
2311,,,
2312,,,
2313,,,
2314,,,
2315,1.3666,1.1596,0.0288
2316,,,
2317,1.1114,0.9941,0.2434
2318,,,
2319,,,
2320,,,
2321,,,
2322,,,
2323,,,
2324,,,
2325,,,
2326,,,
2327,,,
2328,,,
2329,,,
2330,,,
2331,1.1092,1.1092,
2332,1.8495,1.8495,0.0027
2333,,,
2334,1.7804,1.7774,0.0742
2335,,,
2336,,,
2337,,,
2338,,,
2339,,,
2340,1.0032,0.7563,0.0673
2341,,,
2342,,,
2343,,,
2344,,,
2345,1.0066,0.9396,0.1452
2346,1.5863,1.1624,0.0454
2347,,,
2348,,,
2349,2.1118,2.1118,0.0006
2350,,,
2351,,,
2352,,,
2353,,,
2354,,,
2355,,,
2356,,,
2357,,,
2358,,,
2359,,,
2360,,,
2361,,,
2362,,,
2363,,,
2364,1.09,1.0111,0.0217
2365,,,
2366,0.93,0.8568,0.004
2367,,,
2368,,,
2369,,,
2370,,,
2371,,,
2372,,,
2373,,,
2374,,,
2375,,,
2376,,,
2377,9.817,9.817,4.1955
2378,,,
2379,,,
2380,,,
2381,,,
2382,,,
2383,,,
2384,,,
2385,,,
2386,,,
2387,,,
2388,,,
2389,,,
2390,,,
2391,,,
2392,,,
2393,1.1477,0.782,0.0307
2394,,,
2395,,,
2396,,,
2397,,,
2398,,,
2399,1.3624,1.2076,0.0019
2400,0.8516,0.7645,0.0121
2401,0.9673,0.4134,0.005
2402,,,
2403,,,
2404,,,
2405,2.1299,1.591,0.0759
2406,,,
2407,,,
2408,,,
2409,,,
2410,,,
2411,,,
2412,,,
2413,,,
2414,1.338,0.6539,0.1514
2415,,,
2416,,,
2417,,,
2418,,,
2419,,,
2420,,,
2421,2.994,2.7542,0.771
2422,,,
2423,,,
2424,,,
2425,,,
2426,,,
2427,,,
2428,1.0845,0.9252,0.1376
2429,,,
2430,,,
2431,,,
2432,,,
2433,1.0389,1.0389,
2434,,,
2435,,,
2436,,,
2437,,,
2438,,,
2439,,,
2440,,,
2441,,,
2442,,,
2443,,,
2444,,,
2445,,,
2446,,,
2447,1.1155,0.947,0.0038
2448,,,
2449,,,
2450,,,
2451,,,
2452,,,
2453,,,
2454,,,
2455,,,
2456,,,
2457,,,
2458,1.5306,0.9457,0.0349
2459,2.0699,1.1559,0.4462
2460,,,
2461,,,
2462,0.2221,0.0239,0.0226
2463,,,
2464,,,
2465,2.279,2.2781,0.2326
2466,,,
2467,1.9385,1.9385,0.6168
2468,,,
2469,0.983,0.6317,0.024
2470,,,
2471,,,
2472,,,
2473,,,
2474,10.4667,10.4667,0.0286
2475,,,
2476,,,
2477,,,
2478,,,
2479,,,
2480,1.0177,0.6312,0.0002
2481,1.1111,1.1111,0.5833
2482,,,
2483,1.5849,1.5849,0.1882
2484,,,
2485,,,
2486,,,
2487,2.6904,2.631,0.1641
2488,,,
2489,,,
2490,,,
2491,,,
2492,,,
2493,,,
2494,,,
2495,,,
2496,,,
2497,0.3733,0.3691,
2498,,,
2499,,,
2500,1.3566,1.0539,
2501,,,
2502,1.0468,1.0468,0.1262
2503,,,
2504,,,
2505,,,
2506,5.1006,5.1006,0.3217
2507,,,
2508,,,
2509,,,
2510,2.2507,2.2423,2.0394
2511,0.9661,0.9661,0.0339
2512,,,
2513,,,
2514,1.1184,1.1184,1.0717
2515,20.4196,20.4196,17.4667
2516,,,
2517,,,
2518,10.8731,10.8696,5.6747
2519,,,
2520,,,
2521,0.7173,0.7173,0.1121
2522,1.2603,0.9986,0.0145
2523,1.2712,1.2503,0.0076
2524,,,
2525,,,
2526,10.6,10.6,7.2
2527,,,
2528,,,
2529,,,
2530,,,
2531,,,
2532,1.6325,1.488,0.5434
2533,1.3376,1.3376,0.1516
2534,,,
2535,,,
2536,,,
2537,,,
2538,16.0178,16.0178,0.3366
2539,,,
2540,,,
2541,,,
2542,,,
2543,20.0196,20.0196,1.817
2544,1.9157,1.9036,1.0723
2545,,,
2546,,,
2547,,,
2548,,,
2549,,,
2550,14.687,14.3494,14.2574
2551,,,
2552,,,
2553,,,
2554,2.7094,2.7094,0.2812
2555,,,
2556,,,
2557,9.5007,9.5007,8.6451
2558,,,
2559,1.1429,0.956,0.7582
2560,,,
2561,,,
2562,,,
2563,,,
2564,,,
2565,,,
2566,1.5185,0.3598,0.0562
2567,,,
2568,1.3822,1.304,1.0726
2569,39.5484,38.7258,33.9032
2570,,,
2571,,,
2572,,,
2573,,,
2574,,,
2575,,,
2576,,,
2577,,,
2578,0.5346,0.5346,0.5346
2579,,,
2580,,,
2581,,,
2582,7.0887,7.0887,0.2935
2583,,,
2584,19.5821,19.5821,17.5522
2585,1.012,0.5536,0.1101
2586,,,
2587,,,
2588,1.2247,1.2207,
2589,7.3462,7.3462,6.2308
2590,,,
2591,,,
2592,32.8942,32.8942,17.25
2593,,,
2594,,,
2595,,,
2596,,,
2597,,,
2598,5.7413,5.2759,0.4568
2599,255.9,255.9,253.7667
2600,,,
2601,1.3765,1.3473,0.2147
2602,,,
2603,21.3793,21.3793,10.069
2604,,,
2605,,,
2606,,,
2607,,,
2608,,,
2609,,,
2610,,,
2611,,,
2612,,,
2613,,,
2614,,,
2615,12.5427,11.6827,0.1114
2616,,,
2617,,,
2618,,,
2619,,,
2620,,,
2621,31.0,31.0,27.0
2622,0.3767,0.3767,0.0884
2623,,,
2624,,,
2625,,,
2626,,,
2627,1.1269,1.1269,0.0374
2628,,,
2629,,,
2630,,,
2631,,,
2632,,,
2633,24.5479,24.5479,0.3908
2634,,,
2635,,,
2636,,,
2637,,,
2638,,,
2639,,,
2640,10.2157,10.1029,9.2206
2641,,,
2642,,,
2643,1.7861,1.0809,0.358
2644,,,
2645,7.55,5.35,0.5
2646,,,
2647,,,
2648,,,
2649,1.0047,1.0047,0.0061
2650,,,
2651,,,
2652,,,
2653,18.4186,18.4186,17.9302
2654,,,
2655,,,
2656,,,
2657,0.947,0.9455,0.1146
2658,7.9655,7.9655,0.0172
2659,,,
2660,,,
2661,,,
2662,1.2011,1.2011,0.2813
2663,3.2501,3.2498,2.4539
2664,1.0171,1.0171,
2665,,,
2666,,,
2667,,,
2668,,,
2669,,,
2670,,,
2671,,,
2672,1.1404,1.1404,0.1579
2673,,,
2674,,,
2675,1.3477,1.1377,0.302
2676,,,
2677,,,
2678,69.4375,61.375,1.5625
2679,11.2523,10.4377,3.8389
2680,13.7434,13.7434,11.208
2681,,,
2682,,,
2683,2.9839,2.9839,0.8226
2684,8.9709,8.9556,7.484
2685,,,
2686,20.6552,14.0828,11.3793
2687,14.2748,13.9848,13.8249
2688,,,
2689,,,
2690,,,
2691,,,
2692,1.7781,1.7292,0.0038
2693,,,
2694,,,
2695,1.6117,1.3495,0.8786
2696,,,
2697,6.2736,6.2736,0.3868
2698,14.9688,14.9688,9.1563
2699,11.5828,11.5522,10.5193
2700,60.325,59.8,31.15
2701,,,
2702,14.6393,14.6393,13.717
2703,0.2187,0.2187,0.0826
2704,,,
2705,,,
2706,,,
2707,,,
2708,27.6459,27.6459,6.3937
2709,,,
2710,2.5042,2.503,0.8205
2711,,,
2712,,,
2713,,,
2714,4.9444,3.1667,2.8611
2715,4.7241,4.7241,0.9425
2716,78.3778,17.7778,2.8889
2717,1.8571,1.7626,-0.2453
2718,,,
2719,,,
2720,,,
2721,1.0272,0.566,0.0104
2722,,,
2723,,,
2724,,,
2725,,,
2726,1.2786,0.0904,0.0045
2727,,,
2728,,,
2729,,,
2730,,,
2731,,,
2732,13.4178,13.4178,13.4023
2733,,,
2734,,,
2735,1.1723,1.1723,0.1141
2736,,,
2737,,,
2738,,,
2739,,,
2740,,,
2741,,,
2742,,,
2743,,,
2744,,,
2745,,,
2746,,,
2747,,,
2748,2.1583,2.1305,0.5138
2749,,,
2750,,,
2751,1.9053,1.8377,0.7053
2752,,,
2753,,,
2754,,,
2755,,,
2756,,,
2757,,,
2758,0.2792,0.2792,0.0673
2759,,,
2760,,,
2761,,,
2762,,,
2763,3.5789,3.5789,0.1842
2764,,,
2765,,,
2766,,,
2767,,,
2768,,,
2769,,,
2770,,,
2771,,,
2772,0.1213,0.0755,0.0029
2773,,,
2774,,,
2775,,,
2776,,,
2777,0.9216,0.9216,0.4752
2778,,,
2779,,,
2780,,,
2781,,,
2782,,,
2783,,,
2784,,,
2785,1.8802,1.3562,0.2165
2786,,,
2787,,,
2788,5.766,5.766,2.3439
2789,,,
2790,,,
2791,,,
2792,1.0025,1.0025,0.0084
2793,,,
2794,,,
2795,1.0175,1.0175,0.0029
2796,,,
2797,,,
2798,,,
2799,,,
2800,,,
2801,7.5,7.5,
2802,,,
2803,11.9167,11.9167,3.6667
2804,,,
2805,26.8773,26.231,22.5018
2806,,,
2807,,,
2808,,,
2809,,,
2810,,,
2811,7.9098,7.9077,1.3092
2812,,,
2813,4.2963,4.2963,3.1111
2814,,,
2815,16.3663,16.3663,6.2151
2816,,,
2817,,,
2818,212.8571,212.8571,2.7143
2819,,,
2820,,,
2821,,,
2822,,,
2823,1.262,1.0123,0.0017
2824,,,
2825,,,
2826,,,
2827,43.3529,43.3529,5.7647
2828,,,
2829,0.1568,0.1568,0.0421
2830,465.2524,465.2524,461.3475
2831,,,
2832,0.8831,0.8831,0.1935
2833,,,
2834,,,
2835,,,
2836,,,
2837,405.5,363.25,326.75
2838,,,
2839,,,
2840,,,
2841,,,
2842,3.9222,3.4391,0.9661
2843,3.6398,3.6398,0.0497
2844,,,
2845,,,
2846,8.0995,7.9398,0.0069
2847,2.8589,1.5295,0.1105
2848,,,
2849,2.6876,2.6876,0.2008
2850,0.0255,0.0255,0.0073
2851,1.0075,1.0075,0.1611
2852,,,
2853,,,
2854,3.994,3.994,0.2612
2855,13.2054,12.8214,10.9196
2856,,,
2857,,,
2858,,,
2859,0.3472,0.3472,0.258
2860,,,
2861,,,
2862,,,
2863,8.0935,8.049,6.8085
2864,,,
2865,,,
2866,35.8049,34.4634,
2867,,,
2868,,,
2869,,,
2870,,,
2871,,,
2872,,,
2873,,,
2874,,,
2875,,,
2876,,,
2877,,,
2878,,,
2879,,,
2880,,,
2881,,,
2882,,,
2883,0.9863,0.9791,0.0154
2884,,,
2885,,,
2886,,,
2887,,,
2888,,,
2889,,,
2890,1.6973,1.6973,1.0763
2891,,,
2892,,,
2893,50.9113,50.9113,0.2742
2894,105.0,105.0,64.5
2895,0.3452,0.3452,0.0122
2896,,,
2897,,,
2898,,,
2899,,,
2900,,,
2901,5.2275,5.2189,5.0423
2902,,,
2903,,,
2904,8.7083,8.7083,7.1667
2905,,,
2906,0.0952,-0.381,-2.1905
2907,,,
2908,,,
2909,,,
2910,2.0595,2.0595,0.0753
2911,,,
2912,7.8583,7.8583,1.5118
2913,2.4628,2.4628,1.4843
2914,,,
2915,12.0665,11.511,10.7582
2916,,,
2917,3.9678,3.9678,0.7206
2918,,,
2919,,,
2920,,,
2921,0.8293,0.8124,0.0019
2922,,,
2923,,,
2924,,,
2925,,,
2926,,,
2927,,,
2928,,,
2929,2.4199,1.9025,0.5635
2930,,,
2931,,,
2932,3.0824,3.0824,0.7721
2933,,,
2934,,,
2935,10.7129,10.7109,9.4488
2936,,,
2937,3.556,3.5559,1.264
2938,,,
2939,,,
2940,0.677,0.6747,0.0495
2941,0.919,0.6263,0.249
2942,,,
2943,,,
2944,0.2222,0.2222,0.1111
2945,,,
2946,,,
2947,12.9405,12.9399,8.5192
2948,,,
2949,,,
2950,,,
2951,1.6347,1.6347,1.0063
2952,,,
2953,,,
2954,,,
2955,,,
2956,0.4793,0.4793,0.4245
2957,,,
2958,45.6667,44.0,43.3333
2959,,,
2960,,,
2961,5.6,5.6,1.0667
2962,10.6894,5.7916,2.545
2963,,,
2964,,,
2965,,,
2966,,,
2967,18.9131,14.8474,2.0775
2968,,,
2969,,,
2970,,,
2971,,,
2972,,,
2973,,,
2974,,,
2975,,,
2976,1.6175,1.6175,0.1017
2977,,,
2978,,,
2979,,,
2980,,,
2981,,,
2982,,,
2983,179.0,179.0,0.3333
2984,,,
2985,,,
2986,,,
2987,,,
2988,2.5909,2.5909,0.9545
2989,,,
2990,,,
2991,,,
2992,,,
2993,,,
2994,,,
2995,0.0455,0.0455,
2996,,,
2997,,,
2998,,,
2999,,,
3000,,,
3001,,,
3002,42.6571,40.4429,4.8
3003,,,
3004,,,
3005,,,
3006,,,
3007,,,
3008,,,
3009,,,
3010,,,
3011,,,
3012,,,
3013,,,
3014,,,
3015,,,
3016,,,
3017,,,
3018,,,
3019,2.5452,1.7679,0.1864
3020,,,
3021,,,
3022,,,
3023,,,
3024,,,
3025,,,
3026,,,
3027,7.8255,7.8255,4.0991
3028,,,
3029,1.5079,0.7143,0.3254
3030,10.0,10.0,10.0
3031,,,
3032,,,
3033,24.1111,24.1111,24.1111
3034,0.5688,0.5615,0.1541
3035,,,
3036,,,
3037,,,
3038,,,
3039,,,
3040,,,
3041,,,
3042,,,
3043,,,
3044,,,
3045,,,
3046,1.8842,1.8842,0.372
3047,,,
3048,,,
3049,,,
3050,,,
3051,,,
3052,1.2175,1.2175,0.0918
3053,0.4477,0.4477,0.407
3054,1.0436,1.0427,0.7122
3055,,,
3056,5.0454,4.8935,0.0239
3057,,,
3058,,,
3059,,,
3060,,,
3061,,,
3062,,,
3063,,,
3064,0.9477,0.5492,0.2954
3065,,,
3066,1.1807,1.1807,0.4037
3067,,,
3068,11.4364,6.185,5.6532
3069,1.2297,1.2297,0.2496
3070,109.9091,109.9091,1.1364
3071,0.4343,0.4343,0.3535
3072,,,
3073,,,
3074,,,
3075,,,
3076,,,
3077,,,
3078,4.8651,4.8651,0.0079
3079,0.3821,0.3821,0.0006
3080,,,
3081,,,
3082,,,
3083,,,
3084,,,
3085,,,
3086,50.0,50.0,0.3333
3087,,,
3088,23.434,23.434,14.0728
3089,37.5556,36.2222,22.4444
3090,,,
3091,,,
3092,1.1282,0.9487,
3093,,,
3094,217.26,213.34,20.14
3095,,,
3096,,,
3097,,,
3098,,,
3099,1.1935,0.6022,0.2043
3100,,,
3101,,,
3102,,,
3103,,,
3104,,,
3105,,,
3106,0.9147,0.9041,0.3164
3107,1.1645,1.164,1.0759
3108,1.4283,1.3617,1.3195
3109,47.4286,47.4286,36.6786
3110,,,
3111,1.5663,1.5663,0.3486
3112,,,
3113,0.7711,0.6676,0.1589
3114,,,
3115,,,
3116,,,
3117,,,
3118,,,
3119,3.0478,3.0478,2.0079
3120,,,
3121,21.5,21.5,15.875
3122,,,
3123,,,
3124,1.1489,1.1489,0.0844
3125,,,
3126,,,
3127,,,
3128,,,
3129,,,
3130,,,
3131,,,
3132,,,
3133,,,
3134,,,
3135,,,
3136,,,
3137,,,
3138,1.2559,0.1327,0.0256
3139,,,
3140,,,
3141,0.3462,0.3462,0.1154
3142,,,
3143,,,
3144,,,
3145,,,
3146,,,
3147,,,
3148,,,
3149,533.1429,533.1429,0.1429
3150,,,
3151,,,
3152,,,
3153,,,
3154,,,
3155,,,
3156,,,
3157,,,
3158,0.4146,0.4146,0.0813
3159,1.1364,1.1212,0.7576
3160,6.9305,3.5529,1.2085
3161,,,
3162,,,
3163,,,
3164,0.8939,0.8939,0.0171
3165,,,
3166,,,
3167,,,
3168,,,
3169,,,
3170,1.0561,1.0561,
3171,4.6705,3.5497,2.3179
3172,,,
3173,1.2637,1.2637,1.0753
3174,2.4898,1.8422,0.3256
3175,,,
3176,,,
3177,,,
3178,,,
3179,,,
3180,,,
3181,,,
3182,0.6,0.6,0.4
3183,93.2429,93.0714,6.9857
3184,,,
3185,0.9058,0.7157,0.0173
3186,13.5,13.5,12.5
3187,,,
3188,,,
3189,,,
3190,,,
3191,,,
3192,,,
3193,4.037,4.037,3.0
3194,3.7222,3.7222,0.3889
3195,,,
3196,,,
3197,,,
3198,,,
3199,,,
3200,2.9022,2.9022,0.2509
3201,,,
3202,,,
3203,,,
3204,9.0222,8.6958,7.1764
3205,1.6612,1.6612,0.0714
3206,0.994,0.9828,0.1031
3207,1.3783,1.2706,0.0506
3208,,,
3209,,,
3210,,,
3211,47.3333,42.0,18.25
3212,1.6722,1.6722,0.9647
3213,,,
3214,,,
3215,,,
3216,2.4795,2.4795,0.3562
3217,,,
3218,,,
3219,2.349,2.349,1.4571
3220,,,
3221,,,
3222,,,
3223,,,
3224,,,
3225,,,
3226,,,
3227,3.6081,3.6081,3.4324
3228,,,
3229,,,
3230,,,
3231,36.2041,36.199,21.235
3232,,,
3233,,,
3234,0.6667,0.6667,0.6667
3235,,,
3236,,,
3237,1.1497,1.1497,0.2376
3238,,,
3239,2.4,2.4,0.08
3240,,,
3241,2.1546,2.1546,1.9198
3242,,,
3243,,,
3244,,,
3245,,,
3246,0.4937,0.3925,0.2361
3247,4.4379,4.0782,3.9356
3248,,,
3249,,,
3250,,,
3251,,,
3252,,,
3253,,,
3254,,,
3255,1.2917,1.2913,0.9354
3256,,,
3257,2.6601,2.6601,0.4806
3258,2.162,1.8605,0.342
3259,,,
3260,,,
3261,3.4898,3.1633,0.4898
3262,,,
3263,0.7842,0.7778,0.503
3264,,,
3265,,,
3266,0.0055,0.0055,0.0055
3267,2.4545,2.3818,0.0793
3268,,,
3269,86.58,86.58,70.54
3270,78.0,68.0,61.0
3271,,,
3272,,,
3273,,,
3274,1.2075,1.0614,0.0147
3275,,,
3276,,,
3277,,,
3278,,,
3279,,,
3280,,,
3281,4.9919,4.7206,0.247
3282,,,
3283,,,
3284,,,
3285,5.947,5.947,1.1989
3286,8.6441,8.6355,6.6974
3287,,,
3288,,,
3289,,,
3290,,,
3291,54.0,53.0,46.5
3292,,,
3293,,,
3294,,,
3295,,,
3296,,,
3297,,,
3298,,,
3299,,,
3300,,,
3301,,,
3302,25.9928,25.8116,2.8261
3303,,,
3304,,,
3305,,,
3306,,,
3307,,,
3308,5.5556,4.2124,2.203
3309,0.9534,0.5662,0.0094
3310,27.1246,25.5974,12.4026
3311,,,
3312,,,
3313,,,
3314,,,
3315,1.0015,1.0015,0.9039
3316,,,
3317,,,
3318,,,
3319,,,
3320,,,
3321,,,
3322,,,
3323,6.2941,5.9706,0.0027
3324,1.0717,1.0314,0.0572
3325,,,
3326,,,
3327,7.971,7.7894,1.0917
3328,,,
3329,,,
3330,,,
3331,,,
3332,,,
3333,,,
3334,,,
3335,,,
3336,,,
3337,0.9878,0.9609,0.0024
3338,,,
3339,,,
3340,,,
3341,56.0455,55.5909,38.9545
3342,,,
3343,,,
3344,,,
3345,,,
3346,,,
3347,,,
3348,,,
3349,67.8317,67.8317,0.4649
3350,,,
3351,,,
3352,,,
3353,,,
3354,29.8095,29.8095,19.8095
3355,,,
3356,,,
3357,,,
3358,12.5422,12.5422,6.1928
3359,1.4969,1.4969,0.0005
3360,,,
3361,3.9091,3.9091,1.1818
3362,,,
3363,2.7123,2.606,0.0089
3364,,,
3365,,,
3366,,,
3367,,,
